,Gemeinde,Energiequelle,Anzahl
955,Lindau,Heizöl,673
956,Aarburg,Heizöl,673
957,Sennwald,Heizöl,673
958,Wilderswil,,673
959,Düdingen,Heizöl,672
960,Arbon,Gas,672
961,Acquarossa,Elektrizität,672
962,Mels,Holz,672
963,Stammheim,,671
964,Saxon,Unbestimmt,670
965,Hautemorges,,670
966,Schwyz,Holz,670
967,Hauterive (FR),,670
968,Spreitenbach,,670
969,Döttingen,,669
970,Neckertal,Holz,669
971,Sirnach,Heizöl,669
972,Grabs,Holz,668
973,Le Landeron,Heizöl,668
974,Courtételle,,668
975,Eischoll,,668
976,Root,,668
977,Glarus,Gas,667
978,Chavornay,,667
979,Le Grand-Saconnex,Gas,667
980,Beromünster,Heizöl,667
981,Aubonne,,667
982,Hasle (LU),,667
983,Buchs (AG),Gas,666
984,Wigoltingen,,665
985,Glarus,Holz,665
986,Vex,Elektrizität,664
987,Wilchingen,,664
988,Vevey,,662
989,Agno,Heizöl,661
990,Wolhusen,,660
991,Sainte-Croix,Gas,660
992,Versoix,Heizöl,659
993,Beinwil am See,,659
994,Sumiswald,Holz,658
995,Bad Ragaz,Keine,658
996,Moudon,,657
997,La Neuveville,Heizöl,657
998,Rougemont,,657
999,Därstetten,,657
1000,Blenio,Elektrizität,657
1001,Monthey,Heizöl,656
1002,Scuol,Holz,656
1003,Zufikon,Heizöl,656
1004,Chalais,Heizöl,656
1005,Jegenstorf,Heizöl,656
1006,Monthey,Elektrizität,655
1007,Weggis,Heizöl,654
1008,Luzern,Unbestimmt,653
1009,Wattenwil,,652
1010,Bremgarten (AG),Heizöl,652
1011,Unterkulm,,652
1012,Ernen,,651
1013,Ueberstorf,,651
1014,Schwarzenberg,,650
1015,Freienbach,Gas,649
1016,Villaz,,649
1017,Wattwil,Heizöl,649
1018,Oftringen,Gas,648
1019,Surses,Holz,648
1020,Gland,Gas,648
1021,Mendrisio,Unbestimmt,648
1022,Erlen,,647
1023,Minusio,,647
1024,Wiesendangen,Unbestimmt,646
1025,Bischofszell,Heizöl,645
1026,Rorschach,Heizöl,645
1027,Haute-Ajoie,,645
1028,Disentis/Mustér,,645
1029,Werthenstein,,644
1030,Renens (VD),Heizöl,644
1031,Thunstetten,,644
1032,Flums,Holz,642
1033,Rudolfstetten-Friedlisberg,Heizöl,641
1034,Hilterfingen,,641
1035,Leuggern,,641
1036,Fully,Heizöl,640
1037,Wichtrach,,640
1038,Steinhausen,Heizöl,639
1039,Russikon,Heizöl,639
1040,Konolfingen,Heizöl,639
1041,Schleitheim,,639
1042,Neftenbach,Heizöl,638
1043,Neftenbach,Unbestimmt,638
1044,Bubendorf,Heizöl,638
1045,Spiez,Unbestimmt,638
1046,Leuk,Heizöl,638
1047,Kirchlindach,,638
1048,Horw,Unbestimmt,637
1049,Bussnang,,636
1050,Eschenbach (SG),Holz,636
1051,Wartau,Heizöl,636
1052,Wädenswil,Unbestimmt,635
1053,Muhen,,635
1054,Oron,Heizöl,634
1055,Tägerwilen,,634
1056,Glattfelden,Heizöl,634
1057,Pont-en-Ogoz,,633
1058,Klingnau,,633
1059,Römerswil,,633
1060,Monthey,Gas,632
1061,Eschenbach (SG),Unbestimmt,632
1062,Hausen am Albis,,632
1063,Medel (Lucmagn),,632
1064,Courgenay,,632
1065,Crissier,,631
1066,Arbedo-Castione,Heizöl,631
1067,Erlinsbach (AG),,631
1068,Rafz,,631
1069,Ilanz/Glion,Heizöl,630
1070,Savièse,Unbestimmt,630
1071,Schlieren,,629
1072,Schwarzenburg,Holz,629
1073,Dielsdorf,Heizöl,628
1074,Fehraltorf,,627
1075,Galgenen,Heizöl,627
1076,Oberglatt,,627
1077,Seeberg,,626
1078,Mellingen,Heizöl,626
1079,Sevelen,Heizöl,626
1080,Bremgarten bei Bern,Heizöl,626
1081,Diemtigen,Holz,626
1082,Zizers,,625
1083,Brugg,,625
1084,Rüthi (SG),,625
1085,Kirchdorf (BE),,625
1086,Pfaffnau,,625
1087,Attalens,,624
1088,Sarnen,Holz,624
1089,Thônex,Gas,623
1090,Buttisholz,,623
1091,Lengnau (BE),,623
1092,Windisch,Heizöl,623
1093,Interlaken,Heizöl,623
1094,Lugano,Holz,622
1095,Vétroz,Gas,622
1096,Nürensdorf,Heizöl,622
1097,Martigny,Unbestimmt,622
1098,Rebstein,,622
1099,Ermatingen,,621
1100,Hittnau,,621
1101,Wangen bei Olten,Heizöl,621
1102,Ettingen,Gas,620
1103,Renens (VD),,620
1104,Grächen,Heizöl,619
1105,Schwende-Rüte,Unbestimmt,619
1106,Wangen (SZ),,619
1107,Bönigen,,619
1108,Lens,Heizöl,618
1109,Versoix,Gas,618
1110,Villeneuve (VD),,616
1111,Arzier-Le Muids,,614
1112,Onex,Gas,614
1113,Ettingen,Keine,613
1114,Churwalden,Heizöl,613
1115,Diessenhofen,,613
1116,Thal,Gas,613
1117,Büren an der Aare,,612
1118,Kilchberg (ZH),,612
1119,Pfäffikon,,612
1120,Eiken,,612
1121,Domleschg,,611
1122,Steckborn,,611
1123,Fislisbach,Heizöl,610
1124,Oberrohrdorf,Heizöl,609
1125,Biel-Benken,Heizöl,609
1126,Scuol,Heizöl,609
1127,Mörschwil,,609
1128,Wangen bei Olten,,607
1129,Oensingen,Heizöl,607
1130,Luzein,Holz,607
1131,Trimbach,Gas,607
1132,Scuol,Unbestimmt,607
1133,Hergiswil (NW),Heizöl,606
1134,Homburg,,606
1135,Mont-Vully,Heizöl,605
1136,Gland,,604
1137,St. Margrethen,Heizöl,604
1138,Maggia,Heizöl,604
1139,Oberglatt,Heizöl,603
1140,Belfaux,,603
1141,Zürich,Holz,603
1142,Surses,Heizöl,603
1143,Möhlin,Unbestimmt,602
1144,Reconvilier,,602
1145,Crans-Montana,Elektrizität,602
1146,Köniz,Holz,602
1147,Wolfenschiessen,Keine,602
1148,Champéry,Heizöl,602
1149,Capriasca,Unbestimmt,602
1150,Mendrisio,Elektrizität,601
1151,Ursy,,601
1152,Oberkulm,,600
1153,Riehen,Heizöl,600
1154,Cazis,,600
1155,Pieterlen,Heizöl,599
1156,Blenio,Holz,599
1157,Thayngen,Heizöl,599
1158,Grabs,Fernwärme,598
1159,Sierre,Heizöl,598
1160,Breitenbach,Heizöl,598
1161,Vuadens,,597
1162,Oensingen,,596
1163,Wangen (SZ),Heizöl,596
1164,Muotathal,Holz,595
1165,Obfelden,Heizöl,595
1166,Rupperswil,Heizöl,595
1167,Lengnau (AG),,595
1168,Fully,Elektrizität,595
1169,Founex,,595
1170,Chiasso,Heizöl,595
1171,Mümliswil-Ramiswil,,594
1172,Beinwil am See,Heizöl,594
1173,Zufikon,,594
1174,Lenk,Holz,594
1175,Jenaz,,594
1176,Cologny,Gas,593
1177,Weinfelden,Heizöl,593
1178,Nottwil,,593
1179,Epalinges,Heizöl,592
1180,Füllinsdorf,Gas,592
1181,Emmen,Unbestimmt,591
1182,Magden,Heizöl,591
1183,Bülach,Unbestimmt,590
1184,Herzogenbuchsee,Heizöl,590
1185,Endingen,,590
1186,Oberdorf (BL),Keine,590
1187,Hauptwil-Gottshaus,,590
1188,Böttstein,,590
1189,Wollerau,,589
1190,Chamoson,Elektrizität,589
1191,Eglisau,,589
1192,Villigen,,588
1193,Berg (TG),,586
1194,Hitzkirch,Heizöl,586
1195,Kirchberg (SG),Gas,586
1196,Steg-Hohtenn,,586
1197,Ehrendingen,,585
1198,Naters,Holz,584
1199,Altishofen,,584
1200,Collina d'Oro,,584
1201,Sulgen,,584
1202,Stalden (VS),,584
1203,Lütisburg,,583
1204,Birmenstorf (AG),,583
1205,Villars-sur-Glâne,Gas,583
1206,Hünenberg,Heizöl,582
1207,Tavannes,Heizöl,581
1208,Wallisellen,Heizöl,581
1209,La Tour-de-Peilz,,581
1210,Marly,Heizöl,581
1211,Porrentruy,Fernwärme,581
1212,Chardonne,,581
1213,Balgach,,581
1214,Seuzach,Unbestimmt,581
1215,Wünnewil-Flamatt,Heizöl,581
1216,Belmont-Broye,Heizöl,581
1217,Niedergösgen,Heizöl,580
1218,Steinen,,580
1219,Altendorf,Heizöl,580
1220,Gossau (ZH),Unbestimmt,580
1221,Brissago,Heizöl,578
1222,Arbedo-Castione,,578
1223,Zuzwil (SG),,578
1224,Basse-Allaine,,578
1225,Dagmersellen,Heizöl,577
1226,Lucens,,577
1227,Bettmeralp,,576
1228,Rorschach,,575
1229,Cortaillod,Gas,575
1230,Grandson,,575
1231,Bowil,,575
1232,Mettmenstetten,Unbestimmt,574
1233,Bichelsee-Balterswil,,574
1234,Troistorrents,Holz,574
1235,Mellingen,,574
1236,Rapperswil-Jona,Unbestimmt,574
1237,Widen,Heizöl,573
1238,Reichenburg,,573
1239,Hunzenschwil,Heizöl,572
1240,Lostorf,Heizöl,572
1241,Le Mont-sur-Lausanne,Heizöl,572
1242,Diegten,Keine,572
1243,Bäretswil,Heizöl,571
1244,Seengen,,571
1245,Gipf-Oberfrick,,571
1246,Schlatt (TG),,571
1247,Neuenhof,Heizöl,570
1248,Aarburg,Gas,570
1249,Orsières,Holz,570
1250,Rüschlikon,Heizöl,570
1251,Estavayer,Unbestimmt,569
1252,Le Mont-sur-Lausanne,Gas,569
1253,Wiedlisbach,,569
1254,Grossaffoltern,Heizöl,568
1255,Schafisheim,,566
1256,Grengiols,,566
1257,Sant'Antonino,,566
1258,Kaiseraugst,,566
1259,Dietlikon,Heizöl,565
1260,Leytron,Elektrizität,565
1261,Schangnau,,565
1262,Meyrin,Gas,565
1263,Speicher,Heizöl,564
1264,Mettmenstetten,Keine,564
1265,Affeltrangen,,564
1266,Widnau,Unbestimmt,564
1267,Oberriet (SG),Holz,563
1268,Iseltwald,,563
1269,Oberriet (SG),Unbestimmt,562
1270,Verzasca,Elektrizität,562
1271,Lumnezia,Holz,561
1272,Wangen an der Aare,,561
1273,Avegno Gordevio,,561
1274,Onex,Heizöl,561
1275,Risch,Heizöl,561
1276,Martigny-Combe,Elektrizität,561
1277,Péry-La Heutte,,560
1278,Bonstetten,Heizöl,560
1279,Zizers,Heizöl,559
1280,Vully-les-Lacs,Heizöl,559
1281,Uznach,Gas,558
1282,Gaiserwald,,557
1283,Ebnat-Kappel,Gas,557
1284,Hölstein,Keine,557
1285,Marsens,,556
1286,Gränichen,Unbestimmt,556
1287,Fällanden,Gas,556
1288,Schaffhausen,Keine,556
1289,Stans,Heizöl,555
1290,Mümliswil-Ramiswil,Heizöl,555
1291,Arbon,Keine,555
1292,Weisslingen,,555
1293,Plateau de Diesse,,555
1294,Gonten,Keine,554
1295,Buchholterberg,,554
1296,Chur,,554
1297,Thierachern,,553
1298,Heiden,,553
1299,Schlieren,Gas,553
1300,Broc,,552
1301,Lostorf,,552
1302,Leysin,Gas,552
1303,Stein am Rhein,,552
1304,Oftringen,Unbestimmt,552
1305,Zuzwil (SG),Gas,551
1306,Goldach,Gas,551
1307,Turbenthal,Heizöl,550
1308,Erlenbach (ZH),Heizöl,550
1309,Bürglen (TG),,550
1310,Riddes,Heizöl,550
1311,Wattwil,Holz,550
1312,Hägglingen,,549
1313,Cugy (FR),,549
1314,Ringgenberg (BE),Heizöl,549
1315,Arbon,,548
1316,Val Mara,Heizöl,548
1317,Bregaglia,Holz,548
1318,Wattwil,Gas,548
1319,Köniz,Elektrizität,547
1320,Dulliken,,547
1321,Gachnang,,547
1322,Roggwil (TG),,546
1323,Wildhaus-Alt St. Johann,Holz,545
1324,Schattdorf,Heizöl,545
1325,Villorsonnens,,544
1326,Schattenhalb,,544
1327,Grabs,Heizöl,544
1328,Grellingen,Keine,544
1329,Zunzgen,Keine,543
1330,Erlenbach (ZH),,543
1331,Echallens,,543
1332,Hüttwilen,,543
1333,Plan-les-Ouates,Heizöl,543
1334,Rheinfelden,Heizöl,543
1335,Troistorrents,Elektrizität,543
1336,Val Terbi,Heizöl,542
1337,Hausen am Albis,Heizöl,542
1338,Geroldswil,Heizöl,542
1339,Conthey,Gas,541
1340,Niederglatt,Heizöl,541
1341,Riviera,Heizöl,541
1342,Savigny,,540
1343,Rochefort,Keine,540
1344,Murgenthal,Heizöl,539
1345,Court,,539
1346,Malters,Heizöl,539
1347,Ringgenberg (BE),,539
1348,Oberegg,Keine,538
1349,Feusisberg,,538
1350,Ecublens (VD),Gas,538
1351,Bas-Intyamon,,538
1352,Glarus Nord,Gas,538
1353,Chur,Unbestimmt,537
1354,Basadingen-Schlattingen,,537
1355,Crissier,Gas,536
1356,Les Montets,,536
1357,Märstetten,,535
1358,Fällanden,Heizöl,535
1359,Münchwilen (TG),Heizöl,535
1360,Schüpfen,Heizöl,535
1361,Satigny,Heizöl,535
1362,Niederbüren,,535
1363,Hilterfingen,Heizöl,535
1364,Dübendorf,Unbestimmt,534
1365,Murten,Unbestimmt,534
1366,Oberdiessbach,Heizöl,534
1367,Speicher,,534
1368,Lengnau (BE),Heizöl,534
1369,Brislach,Keine,533
1370,Trachselwald,,533
1371,Bregaglia,Elektrizität,533
1372,Stallikon,Heizöl,532
1373,Alle,,532
1374,Ebnat-Kappel,Holz,531
1375,Balgach,Heizöl,531
1376,Corcelles-près-Payerne,,531
1377,Martigny,Elektrizität,531
1378,Brissago,,531
1379,Uetikon am See,,531
1380,Boncourt,,531
1381,Illnau-Effretikon,Unbestimmt,530
1382,Ottenbach,,530
1383,Hérémence,Holz,530
1384,Saxon,Heizöl,530
1385,Lotzwil,,529
1386,Saint-Imier,Heizöl,529
1387,La Brillaz,,529
1388,Kandersteg,,528
1389,Gommiswald,Unbestimmt,528
1390,Pieterlen,,528
1391,Grosshöchstetten,Heizöl,528
1392,Windisch,Gas,527
1393,Küsnacht (ZH),Unbestimmt,527
1394,Ennetbürgen,Heizöl,526
1395,Stallikon,,526
1396,Frauenfeld,Unbestimmt,526
1397,St. Gallen,Keine,526
1398,Courtepin,Heizöl,526
1399,Thun,Keine,526
1400,Glarus Süd,Unbestimmt,526
1401,Surpierre,,525
1402,Büren an der Aare,Heizöl,525
1403,Eggersriet,,525
1404,Seedorf (UR),,525
1405,Ersigen,,524
1406,Schwellbrunn,,524
1407,Villeneuve (VD),Gas,523
1408,Schöftland,Heizöl,523
1409,Othmarsingen,,522
1410,Martigny,Fernwärme,522
1411,Oberhofen am Thunersee,,522
1412,Safenwil,Heizöl,521
1413,Küttigen,Unbestimmt,521
1414,Gerlafingen,Gas,520
1415,Ziefen,Keine,520
1416,Losone,,520
1417,St. Ursen,,520
1418,Buchs (ZH),,519
1419,Laupen,,519
1420,Liesberg,Keine,519
1421,Belmont-sur-Lausanne,Heizöl,517
1422,Reichenbach im Kandertal,Heizöl,517
1423,Conthey,Elektrizität,516
1424,Goms,Holz,516
1425,Dulliken,Heizöl,516
1426,Mönchaltorf,,515
1427,Sumiswald,Heizöl,515
1428,Acquarossa,Holz,515
1429,Bottmingen,Heizöl,514
1430,Oberuzwil,Heizöl,514
1431,Wettingen,Unbestimmt,514
1432,Magden,,514
1433,Adelboden,Holz,513
1434,Herisau,Holz,513
1435,Brittnau,Heizöl,513
1436,Ostermundigen,Gas,513
1437,Kölliken,Heizöl,513
1438,Castel San Pietro,,513
1439,Leuk,,513
1440,Brügg,Heizöl,512
1441,Arlesheim,Heizöl,512
1442,Founex,Heizöl,511
1443,Buchs (AG),Heizöl,511
1444,Münsingen,Unbestimmt,511
1445,Walchwil,,510
1446,Eggiwil,Holz,510
1447,Müllheim,,510
1448,Buochs,Heizöl,509
1449,Kerns,Heizöl,509
1450,Weisslingen,Heizöl,509
1451,Riaz,,508
1452,Treyvaux,,508
1453,Cadenazzo,,508
1454,Ormalingen,Keine,508
1455,Torricella-Taverne,Heizöl,507
1456,Kirchberg (SG),Heizöl,507
1457,Ingenbohl,Heizöl,506
1458,Cudrefin,,506
1459,Kleinandelfingen,,506
1460,Vaz/Obervaz,Elektrizität,506
1461,Bürchen,,506
1462,Strengelbach,Heizöl,506
1463,Gurmels,Heizöl,506
1464,Dornach,Heizöl,505
1465,Giornico,,505
1466,Maggia,Elektrizität,505
1467,Reinach (AG),Unbestimmt,505
1468,Wohlen (AG),Unbestimmt,504
1469,Neuenkirch,Heizöl,504
1470,Urnäsch,Holz,504
1471,Feusisberg,Heizöl,504
1472,Ramsen,,503
1473,Rorschacherberg,Heizöl,503
1474,Kirchberg (BE),Heizöl,503
1475,Rothenburg,Heizöl,502
1476,Oberhelfenschwil,,501
1477,Rebstein,Heizöl,501
1478,Semsales,,501
1479,Puidoux,,501
1480,Erlenbach (ZH),Gas,500
1481,Berneck,Heizöl,500
1482,Wetzikon (ZH),Unbestimmt,500
1483,Zürich,Unbestimmt,500
1484,Zumikon,,500
1485,Chavornay,Gas,500
1486,Reigoldswil,Keine,500
1487,Visp,Heizöl,500
1488,Stadel,,499
1489,Erlinsbach (SO),,499
1490,Sattel,Keine,499
1491,Männedorf,Keine,499
1492,Courroux,Heizöl,499
1493,Frick,Heizöl,499
1494,Gurmels,Unbestimmt,498
1495,Biasca,Elektrizität,498
1496,Savièse,Elektrizität,498
1497,Kerzers,Heizöl,497
1498,Wilderswil,Heizöl,497
1499,Läufelfingen,Keine,497
1500,Grindelwald,Holz,497
1501,Hombrechtikon,Unbestimmt,497
1502,St. Margrethen,Gas,496
1503,Hautemorges,Gas,496
1504,Ballwil,,496
1505,Kehrsatz,,495
1506,Oetwil am See,,495
1507,Corminboeuf,,495
1508,Eglisau,Heizöl,495
1509,Täuffelen,,495
1510,Auw,,495
1511,Pfungen,,494
1512,Unterentfelden,,494
1513,Laax,Heizöl,494
1514,Vorderthal,,494
1515,Möriken-Wildegg,Heizöl,494
1516,Affoltern am Albis,Unbestimmt,493
1517,Lengnau (BE),Gas,493
1518,Altdorf (UR),Unbestimmt,493
1519,Lützelflüh,Heizöl,493
1520,Cham,Gas,492
1521,Pfäffikon,Unbestimmt,492
1522,Saas-Grund,,492
1523,Wyssachen,,492
1524,Schmerikon,,492
1525,Falera,,491
1526,Fontenais,,491
1527,Giswil,Holz,491
1528,Tuggen,,491
1529,Meggen,Unbestimmt,491
1530,Kreuzlingen,Unbestimmt,491
1531,Yvonand,,491
1532,Onsernone,,490
1533,Schlatt-Haslen,Keine,490
1534,Wollerau,Gas,490
1535,Unterbäch,,489
1536,Dürrenroth,,489
1537,Zeiningen,,489
1538,Menzingen,,488
1539,Carouge (GE),Heizöl,488
1540,Baar,Keine,488
1541,Eschlikon,,488
1542,Elsau,Heizöl,488
1543,Thun,Unbestimmt,488
1544,Arisdorf,Keine,488
1545,Cugnasco-Gerra,Heizöl,488
1546,La Neuveville,,487
1547,Adligenswil,Heizöl,487
1548,Rickenbach (ZH),Heizöl,487
1549,Gretzenbach,,486
1550,Chamoson,Unbestimmt,486
1551,Brienz (BE),Holz,486
1552,Koppigen,,486
1553,Horgen,Fernwärme,486
1554,Rain,,486
1555,Dietlikon,,486
1556,Amriswil,Unbestimmt,485
1557,Roggwil (TG),Heizöl,485
1558,Wichtrach,Heizöl,485
1559,Saillon,Unbestimmt,485
1560,Kerns,Holz,484
1561,Morges,Heizöl,483
1562,Bözberg,,483
1563,Hindelbank,,482
1564,Menzingen,Heizöl,482
1565,Bern,Unbestimmt,481
1566,Val-de-Charmey,Heizöl,481
1567,Matten bei Interlaken,Heizöl,481
1568,Trimmis,Heizöl,481
1569,Stabio,Gas,480
1570,Termen,,480
1571,Hochdorf,Unbestimmt,480
1572,Breggia,Heizöl,479
1573,Spreitenbach,Gas,479
1574,Chamoson,Heizöl,479
1575,Maur,Unbestimmt,479
1576,Birr,,479
1577,Reconvilier,Heizöl,479
1578,Willisau,Holz,479
1579,Stein (AG),,479
1580,Sarmenstorf,,479
1581,Veyrier,Unbestimmt,479
1582,Rümlang,Heizöl,478
1583,Ruswil,Heizöl,478
1584,Bellach,Heizöl,478
1585,Bergdietikon,Heizöl,478
1586,Zihlschlacht-Sitterdorf,,478
1587,Bussigny,,477
1588,Egnach,Heizöl,477
1589,Niederwil (AG),,476
1590,Ormont-Dessous,Heizöl,476
1591,Gebenstorf,Gas,476
1592,Riddes,Elektrizität,476
1593,Zug,Unbestimmt,476
1594,Vevey,Heizöl,476
1595,Sauge,,475
1596,Magden,Unbestimmt,475
1597,Plaffeien,Heizöl,475
1598,Wila,,475
1599,Courgenay,Heizöl,475
1600,Alpnach,Keine,474
1601,Meikirch,,474
1602,Staldenried,,473
1603,Samedan,Heizöl,473
1604,Saint-Prex,,472
1605,Oberbüren,Heizöl,472
1606,Rolle,Gas,472
1607,Uster,Unbestimmt,472
1608,Düdingen,Unbestimmt,472
1609,Zuchwil,Heizöl,471
1610,Avenches,Heizöl,471
1611,Buchs (ZH),Heizöl,471
1612,Bioggio,Heizöl,471
1613,Stabio,Heizöl,471
1614,Courrendlin,Heizöl,471
1615,Forel (Lavaux),,470
1616,Kilchberg (ZH),Gas,470
1617,Pontresina,Heizöl,470
1618,Crans-Montana,Unbestimmt,469
1619,Winkel,,469
1620,Lauterbrunnen,Holz,469
1621,Eriswil,,469
1622,Oetwil am See,Heizöl,468
1623,Pfyn,,468
1624,Avry,,468
1625,Rüschlikon,,468
1626,Hundwil,,468
1627,Bellwald,Elektrizität,467
1628,Erlinsbach (AG),Heizöl,467
1629,Brissago,Elektrizität,466
1630,Bassersdorf,Unbestimmt,466
1631,Genthod,Gas,466
1632,Prilly,,466
1633,Oberentfelden,Gas,466
1634,Vordemwald,,466
1635,Muhen,Heizöl,466
1636,Epalinges,Gas,466
1637,Sainte-Croix,Heizöl,466
1638,Gersau,,466
1639,Obfelden,Unbestimmt,465
1640,Rubigen,,465
1641,Feuerthalen,,465
1642,Wettswil am Albis,,465
1643,Regensdorf,Unbestimmt,465
1644,Niederwil (AG),Heizöl,465
1645,Uesslingen-Buch,,465
1646,Reitnau,,464
1647,Schänis,Heizöl,464
1648,Sâles,,463
1649,Staufen,,463
1650,Ennetbürgen,,463
1651,Fideris,,463
1652,Monthey,Fernwärme,463
1653,Inwil,,463
1654,Weiningen (ZH),Heizöl,462
1655,Derendingen,Heizöl,462
1656,Worb,Unbestimmt,462
1657,Locarno,Unbestimmt,462
1658,Soazza,,462
1659,Wolfwil,,461
1660,Neckertal,Heizöl,461
1661,Däniken,,461
1662,Schmiedrued,,461
1663,Berikon,,460
1664,Aarberg,Heizöl,460
1665,Einsiedeln,Keine,460
1666,Gordola,Elektrizität,460
1667,Rickenbach (ZH),,460
1668,Klingnau,Fernwärme,460
1669,Mosnang,Holz,459
1670,Le Noirmont,,459
1671,Mendrisio,Gas,459
1672,Schiers,Holz,459
1673,Hettlingen,,459
1674,Niederrohrdorf,Heizöl,459
1675,Bettlach,Heizöl,458
1676,Langenbruck,Keine,458
1677,Münsterlingen,,458
1678,St. Niklaus,Heizöl,458
1679,Saint-Aubin (FR),,457
1680,Kirchberg (BE),Gas,457
1681,Lohn-Ammannsegg,Heizöl,457
1682,Stabio,,457
1683,Hallau,Heizöl,457
1684,Gaiserwald,Unbestimmt,457
1685,Leissigen,,456
1686,Leytron,Heizöl,456
1687,Gais,Heizöl,456
1688,Serravalle,Elektrizität,455
1689,Wolfhalden,,455
1690,Cham,Unbestimmt,454
1691,Echallens,Gas,454
1692,Zollikofen,Gas,454
1693,Bulle,Unbestimmt,454
1694,Ascona,,454
1695,Churwalden,,454
1696,Prilly,Heizöl,453
1697,Steckborn,Heizöl,453
1698,Knutwil,,453
1699,Utzenstorf,Heizöl,453
1700,Savigny,Heizöl,453
1701,Gambarogno,Holz,453
1702,Affoltern im Emmental,,453
1703,Walzenhausen,,452
1704,Walchwil,Heizöl,452
1705,Guttannen,,452
1706,Nidau,Gas,452
1707,Chêne-Bourg,Gas,452
1708,Lotzwil,Gas,452
1709,Sigriswil,Holz,452
1710,Oberengstringen,Heizöl,452
1711,Orvin,,452
1712,Noble-Contrée,Gas,451
1713,Merenschwand,Heizöl,451
1714,Trubschachen,,451
1715,Laupen,Heizöl,450
1716,Leysin,,449
1717,Rheineck,,449
1718,Minusio,Unbestimmt,449
1719,Davos,Holz,449
1720,Volketswil,Unbestimmt,449
1721,Uetikon am See,Heizöl,449
1722,Eschenz,,449
1723,Zunzgen,Heizöl,448
1724,Melchnau,,448
1725,Castel San Pietro,Heizöl,448
1726,Kappel (SO),Heizöl,448
1727,Fehraltorf,Heizöl,448
1728,Heiden,Gas,448
1729,Kirchberg (SG),Holz,448
1730,Andermatt,,448
1731,Uttigen,,447
1732,Langendorf,Gas,447
1733,Birmenstorf (AG),Heizöl,447
1734,Saint-Cergue,,447
1735,Bussigny,Gas,447
1736,Dürnten,Gas,447
1737,Novazzano,,446
1738,Kehrsatz,Heizöl,446
1739,Saint-Léonard,Gas,446
1740,Losone,Elektrizität,446
1741,Gebenstorf,Heizöl,446
1742,Beringen,Heizöl,446
1743,Oberuzwil,Gas,446
1744,Alto Malcantone,,446
1745,Domat/Ems,Unbestimmt,445
1746,Elgg,Heizöl,445
1747,Niederlenz,Gas,445
1748,Coppet,,445
1749,Terre di Pedemonte,Heizöl,445
1750,Nunningen,Heizöl,445
1751,Riddes,Unbestimmt,445
1752,Uitikon,,444
1753,Röschenz,Keine,444
1754,Sennwald,Unbestimmt,444
1755,Hérémence,Elektrizität,443
1756,Uzwil,Unbestimmt,443
1757,Reichenburg,Heizöl,443
1758,Mont-Vully,Unbestimmt,443
1759,Surses,Elektrizität,443
1760,Rheinau,,443
1761,Meisterschwanden,,442
1762,Boswil,Heizöl,442
1763,Nidau,,442
1764,Lungern,Keine,442
1765,Gryon,,442
1766,Goms,Heizöl,442
1767,Amden,Heizöl,441
1768,Prangins,,441
1769,Safiental,Holz,441
1770,Obersaxen Mundaun,Heizöl,441
1771,Fislisbach,,441
1772,Coppet,Heizöl,441
1773,Balgach,Gas,441
1774,Ettingen,Heizöl,440
1775,Rue,,440
1776,Burgistein,,440
1777,Courtelary,,440
1778,Pregny-Chambésy,Gas,440
1779,Wiedlisbach,Heizöl,440
1780,Vandoeuvres,Gas,440
1781,Büsserach,Heizöl,440
1782,Lavizzara,Holz,440
1783,Bremgarten (AG),Fernwärme,439
1784,Hittnau,Heizöl,439
1785,Hedingen,Heizöl,439
1786,Corbières,,439
1787,Brügg,,439
1788,Locarno,Elektrizität,438
1789,Cadenazzo,Heizöl,438
1790,Wagenhausen,,438
1791,Bichelsee-Balterswil,Heizöl,437
1792,Hinwil,Unbestimmt,437
1793,Niederlenz,Heizöl,437
1794,Stein am Rhein,Gas,437
1795,Jorat-Mézières,,437
1796,Unterentfelden,Heizöl,437
1797,Arth,Holz,436
1798,Kirchlindach,Heizöl,436
1799,Rudolfstetten-Friedlisberg,,436
1800,Pfeffingen,Keine,436
1801,Saignelégier,Heizöl,436
1802,Bad Ragaz,,435
1803,Moosseedorf,,435
1804,Onsernone,Holz,435
1805,Neuenhof,,435
1806,Herrliberg,Gas,434
1807,Cologny,Heizöl,434
1808,Bettlach,,434
1809,Mörschwil,Heizöl,434
1810,Mühleberg,Heizöl,434
1811,Täuffelen,Heizöl,434
1812,Oberrieden,,434
1813,Sion,Elektrizität,434
1814,Neerach,Heizöl,433
1815,Hitzkirch,Unbestimmt,433
1816,Onsernone,Elektrizität,433
1817,Courtepin,Unbestimmt,433
1818,Alpnach,Heizöl,433
1819,Wartau,Holz,433
1820,Plasselb,,432
1821,Thundorf,,432
1822,Chiasso,,432
1823,Centovalli,Holz,432
1824,Thurnen,,432
1825,Arth,Unbestimmt,432
1826,Bauma,Holz,432
1827,Muttenz,Fernwärme,432
1828,Plateau de Diesse,Heizöl,431
1829,Toffen,,431
1830,Bern,Holz,431
1831,Bonstetten,,431
1832,Schenkon,,431
1833,Serravalle,Heizöl,431
1834,Schötz,Heizöl,431
1835,Buchegg,Heizöl,430
1836,Rafz,Heizöl,430
1837,Bellach,Keine,430
1838,Beinwil (Freiamt),,430
