,Gemeinde,Energiequelle,Anzahl
4203,Thundorf,Heizöl,185
4204,Vich,Unbestimmt,185
4205,Adliswil,Weitere,185
4206,Bulle,Elektrizität,185
4207,Lachen,Weitere,185
4208,Schwerzenbach,Gas,184
4209,Maienfeld,Weitere,184
4210,Schmitten (FR),Weitere,184
4211,Flurlingen,Heizöl,184
4212,Ennetmoos,Unbestimmt,184
4213,Niederhelfenschwil,Weitere,184
4214,Zetzwil,Heizöl,184
4215,Bardonnex,Unbestimmt,184
4216,Chavannes-près-Renens,Gas,184
4217,Goms,Elektrizität,184
4218,Saint-Maurice,Unbestimmt,184
4219,Ossingen,Heizöl,184
4220,Auswil,Unbestimmt,184
4221,Sorengo,Gas,184
4222,Horn,Heizöl,184
4223,Neuhausen am Rheinfall,Weitere,184
4224,Cureglia,Unbestimmt,184
4225,Puplinge,Heizöl,184
4226,Muri (AG),Keine,184
4227,Kriechenwil,Unbestimmt,184
4228,Eysins,Unbestimmt,184
4229,Wigoltingen,Gas,183
4230,Cartigny,Heizöl,183
4231,Rothenburg,Gas,183
4232,Cugnasco-Gerra,Weitere,183
4233,Fey,Unbestimmt,183
4234,Holderbank (SO),Unbestimmt,183
4235,Altishofen,Heizöl,183
4236,Birr,Heizöl,183
4237,Finsterhennen,Unbestimmt,183
4238,Hemmiken,Keine,183
4239,Sauge,Heizöl,183
4240,Goumoëns,Unbestimmt,183
4241,Trun,Heizöl,183
4242,Brissago,Weitere,183
4243,Cerentino,Unbestimmt,183
4244,Neuenkirch,Keine,183
4245,Lommis,Heizöl,183
4246,Bätterkinden,Gas,183
4247,Schiers,Unbestimmt,183
4248,Chavannes-de-Bogis,Elektrizität,183
4249,Ballwil,Weitere,182
4250,Urtenen-Schönbühl,Keine,182
4251,Jussy,Unbestimmt,182
4252,Melchnau,Heizöl,182
4253,Weisslingen,Weitere,182
4254,Morlon,Unbestimmt,182
4255,Lüsslingen-Nennigkofen,Heizöl,182
4256,Koppigen,Weitere,182
4257,Montanaire,Weitere,182
4258,Niederweningen,Weitere,182
4259,Les Verrières,Heizöl,182
4260,Crésuz,Unbestimmt,182
4261,Ramlinsburg,Keine,182
4262,Saint-Livres,Unbestimmt,182
4263,Saint-Martin (VS),Elektrizität,182
4264,Thusis,Unbestimmt,182
4265,Gravesano,Unbestimmt,182
4266,Treyvaux,Weitere,182
4267,Frauenkappelen,Heizöl,182
4268,Zuzwil (BE),Unbestimmt,182
4269,Buckten,Keine,182
4270,Oberhofen am Thunersee,Gas,181
4271,Dürnten,Keine,181
4272,Brusio,Elektrizität,181
4273,Cadempino,Heizöl,181
4274,Halten,Heizöl,181
4275,Fehren,Unbestimmt,181
4276,Corcelles-près-Concise,Unbestimmt,181
4277,Oensingen,Gas,181
4278,Valbroye,Weitere,181
4279,Liesberg,Weitere,181
4280,Lommiswil,Heizöl,181
4281,Vernate,Unbestimmt,181
4282,Turtmann-Unterems,Heizöl,181
4283,Dornach,Weitere,181
4284,Bünzen,Heizöl,181
4285,Bottighofen,Gas,180
4286,Menziken,Weitere,180
4287,Suhr,Weitere,180
4288,Leimbach (AG),Unbestimmt,180
4289,Bolken,Unbestimmt,180
4290,Därstetten,Weitere,180
4291,Grône,Weitere,180
4292,Crissier,Weitere,180
4293,Vorderthal,Weitere,180
4294,Pfungen,Gas,180
4295,Seuzach,Weitere,180
4296,Feusisberg,Weitere,180
4297,Gampel-Bratsch,Elektrizität,180
4298,Obergoms,Elektrizität,180
4299,Saint-Maurice,Elektrizität,179
4300,Eglisau,Weitere,179
4301,Untereggen,Heizöl,179
4302,Radelfingen,Weitere,179
4303,Vuarrens,Unbestimmt,179
4304,Crans (VD),Elektrizität,179
4305,Laufen,Gas,179
4306,Vionnaz,Gas,179
4307,Wolfenschiessen,Unbestimmt,179
4308,Meyrin,Weitere,179
4309,Reichenburg,Gas,179
4310,Scheuren,Unbestimmt,178
4311,Wald (BE),Weitere,178
4312,Losone,Weitere,178
4313,Reichenburg,Weitere,178
4314,Vionnaz,Weitere,178
4315,Bever,Unbestimmt,178
4316,Fontenais,Weitere,178
4317,Kölliken,Weitere,178
4318,Puidoux,Weitere,178
4319,Trüllikon,Heizöl,178
4320,Rohrbach,Weitere,178
4321,Bösingen,Weitere,178
4322,Corseaux,Heizöl,177
4323,Basel,Elektrizität,177
4324,Laufenburg,Weitere,177
4325,Emmetten,Heizöl,177
4326,Roggenburg,Keine,177
4327,Sennwald,Gas,177
4328,Brittnau,Gas,177
4329,Arbedo-Castione,Elektrizität,177
4330,Echandens,Gas,177
4331,Altdorf (UR),Elektrizität,177
4332,Frick,Weitere,177
4333,Centovalli,Heizöl,177
4334,Montagny (FR),Weitere,176
4335,Kriens,Elektrizität,176
4336,Vucherens,Unbestimmt,176
4337,La Brévine,Weitere,176
4338,Brunegg,Unbestimmt,176
4339,Wileroltigen,Unbestimmt,176
4340,Orselina,Elektrizität,176
4341,Les Planchettes,Unbestimmt,176
4342,Oberthal,Weitere,176
4343,Chippis,Gas,176
4344,Stein (AR),Heizöl,176
4345,Lütisburg,Heizöl,176
4346,Walchwil,Weitere,176
4347,Zofingen,Keine,176
4348,Ecublens (FR),Unbestimmt,176
4349,Gempen,Heizöl,176
4350,Gontenschwil,Weitere,176
4351,Paradiso,Heizöl,176
4352,Bregaglia,Heizöl,176
4353,Wettingen,Elektrizität,175
4354,Gonten,Unbestimmt,175
4355,Rossemaison,Unbestimmt,175
4356,Felben-Wellhausen,Weitere,175
4357,Tübach,Heizöl,175
4358,Ennetbürgen,Weitere,175
4359,Buchholterberg,Heizöl,175
4360,Uttwil,Gas,175
4361,Sorengo,Unbestimmt,175
4362,La Baroche,Weitere,175
4363,Sumvitg,Heizöl,175
4364,Locarno,Weitere,175
4365,Hüttwilen,Weitere,175
4366,Güttingen,Heizöl,174
4367,Termen,Elektrizität,174
4368,Diessbach bei Büren,Heizöl,174
4369,Boudry,Weitere,174
4370,Füllinsdorf,Weitere,174
4371,Rougemont,Weitere,174
4372,Chevroux,Unbestimmt,174
4373,Borex,Unbestimmt,174
4374,Pont-en-Ogoz,Weitere,174
4375,Büren (SO),Heizöl,174
4376,Muhen,Weitere,174
4377,Alto Malcantone,Weitere,174
4378,Flumenthal,Heizöl,174
4379,Boussens,Unbestimmt,173
4380,Urmein,Unbestimmt,173
4381,Bäretswil,Keine,173
4382,Vétroz,Elektrizität,173
4383,Neckertal,Keine,173
4384,Trimmis,Weitere,173
4385,Jorat-Mézières,Gas,173
4386,Saillon,Elektrizität,173
4387,Kallern,Unbestimmt,173
4388,Eich,Heizöl,173
4389,Wynigen,Heizöl,173
4390,Le Lieu,Heizöl,173
4391,Perly-Certoux,Heizöl,172
4392,Altendorf,Gas,172
4393,Waldstatt,Heizöl,172
4394,Maisprach,Weitere,172
4395,Niederhasli,Weitere,172
4396,Attinghausen,Unbestimmt,172
4397,Rickenbach (TG),Heizöl,172
4398,Romanel-sur-Lausanne,Gas,172
4399,Vex,Unbestimmt,172
4400,St. Niklaus,Unbestimmt,172
4401,Krattigen,Weitere,172
4402,Delley-Portalban,Elektrizität,172
4403,Oberhünigen,Unbestimmt,172
4404,Wila,Weitere,172
4405,Wiesendangen,Gas,172
4406,Oberrüti,Heizöl,172
4407,Niederdorf,Weitere,172
4408,Safenwil,Weitere,172
4409,Zwieselberg,Unbestimmt,171
4410,Rupperswil,Gas,171
4411,Givisiez,Gas,171
4412,Valbirse,Weitere,171
4413,Ins,Weitere,171
4414,Gaiserwald,Gas,171
4415,Schönengrund,Unbestimmt,171
4416,Ernen,Elektrizität,171
4417,Miglieglia,Unbestimmt,171
4418,Birrwil,Heizöl,171
4419,Coinsins,Unbestimmt,171
4420,Oron,Gas,171
4421,Rohrbachgraben,Unbestimmt,171
4422,Lonay,Gas,171
4423,Loveresse,Unbestimmt,171
4424,Dozwil,Unbestimmt,171
4425,Gampel-Bratsch,Unbestimmt,171
4426,Eschlikon,Weitere,171
4427,Gimel,Gas,170
4428,Zuchwil,Weitere,170
4429,Montilliez,Gas,170
4430,Muolen,Weitere,170
4431,Bennwil,Weitere,170
4432,Caslano,Elektrizität,170
4433,Saxeten,Unbestimmt,170
4434,Ellikon an der Thur,Heizöl,170
4435,Buttwil,Heizöl,170
4436,Perroy,Gas,170
4437,Hinwil,Elektrizität,170
4438,Soubey,Unbestimmt,169
4439,Horriwil,Heizöl,169
4440,Treyvaux,Heizöl,169
4441,Diepoldsau,Gas,169
4442,Le Bémont (JU),Unbestimmt,169
4443,Eschenbach (SG),Elektrizität,169
4444,Vuisternens-devant-Romont,Weitere,169
4445,Bettlach,Weitere,169
4446,Sins,Gas,169
4447,Bargen (SH),Unbestimmt,169
4448,Birmenstorf (AG),Weitere,169
4449,Wolfhalden,Gas,169
4450,Troinex,Heizöl,169
4451,Champagne,Unbestimmt,169
4452,Beinwil am See,Weitere,169
4453,Bodio,Heizöl,169
4454,Holziken,Heizöl,169
4455,Zürich,Elektrizität,168
4456,Häfelfingen,Keine,168
4457,Courchapoix,Unbestimmt,168
4458,Meyriez,Unbestimmt,168
4459,Neuenhof,Gas,168
4460,Evionnaz,Unbestimmt,168
4461,Magden,Weitere,168
4462,Reutigen,Weitere,168
4463,Founex,Elektrizität,168
4464,Uznach,Weitere,168
4465,Uttwil,Heizöl,168
4466,Aire-la-Ville,Heizöl,168
4467,Wisen (SO),Unbestimmt,168
4468,Prez,Weitere,168
4469,Freienwil,Heizöl,168
4470,Wikon,Heizöl,167
4471,Richterswil,Weitere,167
4472,Eclépens,Weitere,167
4473,Neggio,Unbestimmt,167
4474,Fribourg,Elektrizität,167
4475,Rothenbrunnen,Unbestimmt,167
4476,Oberegg,Unbestimmt,167
4477,Stettfurt,Gas,167
4478,Gibloux,Elektrizität,167
4479,Bottens,Unbestimmt,167
4480,Rorschach,Weitere,167
4481,Chancy,Heizöl,167
4482,Willisau,Keine,167
4483,Wäldi,Weitere,167
4484,Courtedoux,Heizöl,166
4485,Châtillon (JU),Unbestimmt,166
4486,Rothenfluh,Weitere,166
4487,Schöfflisdorf,Unbestimmt,166
4488,Grône,Elektrizität,166
4489,Altishofen,Weitere,166
4490,Tamins,Weitere,166
4491,Courrendlin,Weitere,166
4492,Yverdon-les-Bains,Weitere,166
4493,Lengwil,Weitere,166
4494,Simplon,Unbestimmt,166
4495,Melide,Unbestimmt,166
4496,Laupersdorf,Weitere,166
4497,Iffwil,Unbestimmt,166
4498,Rubigen,Weitere,166
4499,Roveredo (GR),Keine,166
4500,Grono,Heizöl,165
4501,Gilly,Gas,165
4502,Flaach,Heizöl,165
4503,Haute-Sorne,Elektrizität,165
4504,Val Mara,Elektrizität,165
4505,Thônex,Elektrizität,165
4506,Stein (AG),Heizöl,165
4507,Tschiertschen-Praden,Weitere,165
4508,Grenchen,Keine,165
4509,Kirchberg (BE),Weitere,165
4510,Bubendorf,Elektrizität,165
4511,Giswil,Elektrizität,165
4512,Thurnen,Weitere,165
4513,Saas-Fee,Elektrizität,165
4514,Stocken-Höfen,Heizöl,165
4515,Villeneuve (VD),Weitere,165
4516,Grub (AR),Heizöl,164
4517,Courgenay,Weitere,164
4518,Vico Morcote,Unbestimmt,164
4519,Vully-les-Lacs,Elektrizität,164
4520,Attinghausen,Weitere,164
4521,Plasselb,Heizöl,164
4522,Bargen (BE),Heizöl,164
4523,Château-d'Oex,Elektrizität,164
4524,St. Stephan,Heizöl,164
4525,Châtel-sur-Montsalvens,Unbestimmt,164
4526,Flüelen,Weitere,164
4527,Sagogn,Heizöl,164
4528,Veyrier,Weitere,164
4529,Mümliswil-Ramiswil,Weitere,164
4530,Birwinken,Weitere,164
4531,Zwischbergen,Keine,164
4532,Cheyres-Châbles,Weitere,164
4533,Turbenthal,Keine,164
4534,Chiasso,Gas,164
4535,Worben,Weitere,164
4536,Astano,Heizöl,164
4537,Tschugg,Unbestimmt,164
4538,Volken,Unbestimmt,164
4539,Bubikon,Weitere,164
4540,Risch,Weitere,163
4541,La Sagne,Heizöl,163
4542,Plan-les-Ouates,Elektrizität,163
4543,Rothrist,Elektrizität,163
4544,Kernenried,Unbestimmt,163
4545,Lyssach,Heizöl,163
4546,Meilen,Elektrizität,163
4547,Monteceneri,Elektrizität,163
4548,Ermatingen,Weitere,163
4549,Eriswil,Heizöl,163
4550,Olten,Weitere,163
4551,Bitsch,Weitere,163
4552,Lachen,Elektrizität,163
4553,Wolfenschiessen,Heizöl,163
4554,Ochlenberg,Weitere,163
4555,Bure,Heizöl,163
4556,Rüttenen,Heizöl,163
4557,Hermrigen,Unbestimmt,163
4558,Astano,Unbestimmt,163
4559,Tenero-Contra,Elektrizität,162
4560,Chéserex,Heizöl,162
4561,Oron,Elektrizität,162
4562,Bassersdorf,Weitere,162
4563,Nürensdorf,Weitere,162
4564,Bregaglia,Unbestimmt,162
4565,Neunforn,Weitere,162
4566,Gipf-Oberfrick,Weitere,162
4567,Bullet,Heizöl,162
4568,Worb,Elektrizität,162
4569,Yens,Gas,162
4570,Avusy,Unbestimmt,162
4571,Bois-d'Amont,Weitere,162
4572,Seelisberg,Weitere,162
4573,Wiedlisbach,Weitere,162
4574,Brittnau,Weitere,162
4575,Schattenhalb,Weitere,162
4576,Trogen,Heizöl,162
4577,Nottwil,Weitere,161
4578,Schnottwil,Heizöl,161
4579,Duillier,Unbestimmt,161
4580,Oberiberg,Heizöl,161
4581,Sauge,Weitere,161
4582,Schönholzerswilen,Weitere,161
4583,Werthenstein,Heizöl,161
4584,Tuggen,Weitere,161
4585,Cureglia,Heizöl,161
4586,Reconvilier,Weitere,161
4587,Tentlingen,Heizöl,161
4588,Niederbüren,Heizöl,161
4589,Holderbank (SO),Heizöl,161
4590,Delley-Portalban,Weitere,161
4591,Mühlau,Heizöl,161
4592,Laupen,Weitere,161
4593,Gächlingen,Heizöl,161
4594,Genolier,Elektrizität,161
4595,Neuenegg,Keine,160
4596,Isérables,Elektrizität,160
4597,Boécourt,Heizöl,160
4598,Zuoz,Unbestimmt,160
4599,Concise,Heizöl,160
4600,Surpierre,Heizöl,160
4601,Delley-Portalban,Heizöl,160
4602,Bardonnex,Heizöl,160
4603,Burgistein,Weitere,160
4604,Graben,Unbestimmt,160
4605,Nunningen,Weitere,160
4606,Cudrefin,Weitere,160
4607,Missy,Unbestimmt,160
4608,Untersiggenthal,Gas,160
4609,Recherswil,Heizöl,160
4610,Novazzano,Gas,160
4611,Jorat-Menthue,Heizöl,160
4612,Kerns,Keine,160
4613,Meinier,Unbestimmt,160
4614,Roggwil (TG),Weitere,159
4615,Bettingen,Keine,159
4616,Zweisimmen,Keine,159
4617,Biberist,Weitere,159
4618,Yvonand,Elektrizität,159
4619,Aarberg,Gas,159
4620,Grandcour,Heizöl,159
4621,Oulens-sous-Echallens,Unbestimmt,159
4622,Hauptwil-Gottshaus,Weitere,159
4623,Niederönz,Heizöl,159
4624,Uesslingen-Buch,Heizöl,159
4625,Vernate,Heizöl,159
4626,Ursy,Weitere,159
4627,Cheseaux-sur-Lausanne,Gas,159
4628,Erlinsbach (AG),Elektrizität,158
4629,Rüti bei Büren,Heizöl,158
4630,Tegerfelden,Heizöl,158
4631,Oberägeri,Keine,158
4632,Gerzensee,Heizöl,158
4633,Stüsslingen,Weitere,158
4634,Lausanne,Keine,158
4635,Hüntwangen,Heizöl,158
4636,Obermumpf,Heizöl,158
4637,Vullierens,Unbestimmt,158
4638,Bretzwil,Heizöl,158
4639,Courgevaux,Heizöl,158
4640,Interlaken,Weitere,158
4641,Arnex-sur-Orbe,Unbestimmt,158
4642,Etoy,Heizöl,158
4643,Zug,Elektrizität,157
4644,Courchavon,Unbestimmt,157
4645,Herznach-Ueken,Weitere,157
4646,Rorschacherberg,Weitere,157
4647,Egliswil,Heizöl,157
4648,Tenniken,Weitere,157
4649,Brugg,Elektrizität,157
4650,Grabs,Keine,157
4651,Ormont-Dessus,Elektrizität,157
4652,Hindelbank,Weitere,157
4653,Herrliberg,Weitere,157
4654,Sargans,Weitere,157
4655,Rupperswil,Weitere,157
4656,Le Lieu,Weitere,157
4657,Churwalden,Elektrizität,157
4658,Etagnières,Unbestimmt,157
4659,Märstetten,Weitere,157
4660,Klosters,Elektrizität,157
4661,Meisterschwanden,Weitere,157
4662,Morschach,Weitere,157
4663,Küblis,Heizöl,157
4664,Essertines-sur-Rolle,Unbestimmt,157
4665,Hettlingen,Weitere,157
4666,St. Ursen,Weitere,156
4667,Bursins,Unbestimmt,156
4668,Vilters-Wangs,Gas,156
4669,Sufers,Unbestimmt,156
4670,Steffisburg,Keine,156
4671,Brienzwiler,Weitere,156
4672,Kaiseraugst,Heizöl,156
4673,Yvonand,Weitere,156
4674,Aranno,Unbestimmt,156
4675,Winznau,Weitere,156
4676,Rüti (ZH),Elektrizität,156
4677,Terre di Pedemonte,Weitere,156
4678,Vex,Weitere,156
4679,Bière,Heizöl,156
4680,Hüttlingen,Weitere,156
4681,Belmont-sur-Yverdon,Unbestimmt,156
4682,Arth,Elektrizität,156
4683,Gordola,Weitere,155
4684,Zuzwil (SG),Weitere,155
4685,Wald (AR),Weitere,155
4686,Corcelles-le-Jorat,Unbestimmt,155
4687,Täuffelen,Weitere,155
4688,Bever,Heizöl,155
4689,Epsach,Unbestimmt,155
4690,Brione sopra Minusio,Heizöl,155
4691,Küblis,Weitere,155
4692,Zell (LU),Weitere,155
4693,Saint-Barthélemy (VD),Unbestimmt,155
4694,Orny,Unbestimmt,155
4695,Schlatt-Haslen,Unbestimmt,155
4696,Unterlangenegg,Weitere,154
4697,Allaman,Unbestimmt,154
4698,Brenzikofen,Unbestimmt,154
4699,Oberdorf (NW),Keine,154
4700,Neftenbach,Weitere,154
4701,Fürstenau,Unbestimmt,154
4702,Niederlenz,Weitere,154
4703,Berg (SG),Heizöl,154
4704,Hauterive (NE),Gas,154
4705,Riva San Vitale,Elektrizität,154
4706,Büetigen,Heizöl,154
4707,Guttet-Feschel,Weitere,154
4708,Martigny,Keine,154
4709,Erlen,Weitere,154
4710,Neyruz (FR),Weitere,154
4711,Turgi,Gas,153
4712,Freimettigen,Unbestimmt,153
4713,Lengnau (AG),Weitere,153
4714,Gansingen,Heizöl,153
4715,Hitzkirch,Elektrizität,153
4716,Marthalen,Weitere,153
4717,Bregaglia,Keine,153
4718,Gollion,Unbestimmt,153
4719,Romainmôtier-Envy,Unbestimmt,153
4720,Montfaucon,Heizöl,153
4721,Greifensee,Weitere,152
4722,Agarn,Heizöl,152
4723,Vorderthal,Heizöl,152
4724,Muhen,Gas,152
4725,Bellwald,Heizöl,152
4726,Gimel,Heizöl,152
4727,Zullwil,Heizöl,152
4728,Unterbäch,Elektrizität,152
4729,Brig-Glis,Elektrizität,152
4730,Binn,Weitere,152
4731,Oberbüren,Gas,152
4732,Hasle (LU),Heizöl,152
4733,Ramsen,Weitere,152
4734,Evionnaz,Heizöl,152
4735,Vulliens,Unbestimmt,152
4736,Waldstatt,Weitere,152
4737,Coeuve,Heizöl,152
4738,Wachseldorn,Unbestimmt,152
4739,Bex,Elektrizität,152
4740,Gruyères,Elektrizität,152
4741,Steinach,Gas,152
4742,Islisberg,Unbestimmt,151
4743,Vinelz,Weitere,151
4744,Wigoltingen,Weitere,151
4745,Seewen,Weitere,151
4746,Meltingen,Unbestimmt,151
4747,Salmsach,Heizöl,151
4748,Häutligen,Unbestimmt,151
4749,Lüterkofen-Ichertswil,Heizöl,151
4750,Bas-Intyamon,Weitere,151
4751,Granges-Paccot,Heizöl,151
4752,Onnens (VD),Unbestimmt,151
4753,Mörschwil,Weitere,151
4754,Le Châtelard,Unbestimmt,151
4755,Raron,Unbestimmt,151
4756,Gingins,Heizöl,151
4757,Lantsch/Lenz,Heizöl,151
4758,Gampelen,Heizöl,151
4759,Full-Reuenthal,Heizöl,151
4760,Steg-Hohtenn,Weitere,151
4761,Lucens,Weitere,151
4762,Bönigen,Weitere,150
4763,Oberiberg,Elektrizität,150
4764,Sorvilier,Unbestimmt,150
4765,Sargans,Gas,150
4766,Gossau (ZH),Elektrizität,150
4767,Amsoldingen,Heizöl,150
4768,Wagenhausen,Weitere,150
4769,Elsau,Weitere,150
4770,Vufflens-la-Ville,Gas,150
4771,Oberentfelden,Elektrizität,150
4772,Nenzlingen,Keine,150
4773,Gonten,Heizöl,150
4774,Berlingen,Gas,150
4775,Wittinsburg,Keine,150
4776,Montilliez,Heizöl,149
4777,Wuppenau,Heizöl,149
4778,Küttigen,Elektrizität,149
4779,Murgenthal,Weitere,149
4780,Oekingen,Heizöl,149
4781,Cortébert,Heizöl,149
4782,Lachen,Gas,149
4783,Crésuz,Heizöl,149
4784,Müllheim,Weitere,149
4785,Bonstetten,Gas,149
4786,Seftigen,Weitere,149
4787,Nods,Heizöl,149
4788,Nendaz,Keine,149
4789,Aefligen,Gas,149
4790,Crassier,Heizöl,149
4791,Matten bei Interlaken,Weitere,148
4792,Meierskappel,Heizöl,148
4793,Flerden,Unbestimmt,148
4794,Meltingen,Heizöl,148
4795,Kandergrund,Heizöl,148
4796,Grimisuat,Elektrizität,148
4797,Hüttwilen,Heizöl,148
4798,Ottenbach,Weitere,148
4799,Les Bois,Weitere,148
4800,Belfaux,Weitere,148
4801,Bougy-Villars,Unbestimmt,148
4802,Langrickenbach,Heizöl,148
4803,Böttstein,Heizöl,148
4804,Rüfenach,Weitere,148
4805,Cronay,Unbestimmt,148
4806,Andeer,Unbestimmt,148
4807,Eggenwil,Heizöl,148
4808,Dulliken,Gas,148
4809,Courroux,Weitere,148
4810,Le Noirmont,Weitere,148
4811,Castel San Pietro,Elektrizität,148
4812,Dalpe,Elektrizität,148
4813,Bürchen,Keine,147
4814,Mex (VD),Unbestimmt,147
4815,Ins,Gas,147
4816,Breggia,Weitere,147
4817,Oberegg,Gas,147
4818,Kappel am Albis,Weitere,147
4819,Noville,Heizöl,147
4820,Wassen,Weitere,147
4821,Oberdorf (SO),Gas,147
4822,Saicourt,Heizöl,147
4823,Münchwilen (AG),Heizöl,147
4824,Rodersdorf,Weitere,147
4825,Altendorf,Elektrizität,147
4826,Brusino Arsizio,Heizöl,147
4827,Lancy,Weitere,147
4828,Buch (SH),Unbestimmt,147
4829,Heimenhausen,Heizöl,147
4830,Rümlingen,Keine,147
4831,Affoltern am Albis,Elektrizität,147
4832,Liestal,Elektrizität,147
4833,Wuppenau,Weitere,147
4834,Villarzel,Unbestimmt,146
4835,Roches (BE),Unbestimmt,146
4836,Hedingen,Weitere,146
4837,Bissone,Unbestimmt,146
4838,Ried bei Kerzers,Heizöl,146
4839,Wangenried,Unbestimmt,146
4840,St. Niklaus,Elektrizität,146
4841,Tavannes,Weitere,146
4842,Gossau (ZH),Gas,146
4843,Oberdorf (NW),Unbestimmt,146
4844,Schwanden bei Brienz,Heizöl,146
4845,Wiler bei Utzenstorf,Heizöl,146
4846,Nesslau,Elektrizität,146
4847,Mörel-Filet,Elektrizität,146
4848,Büren an der Aare,Gas,146
4849,Grüningen,Weitere,146
4850,Cheseaux-sur-Lausanne,Elektrizität,146
4851,Sempach,Weitere,146
4852,Ollon,Elektrizität,146
4853,Céligny,Heizöl,146
4854,Schongau,Weitere,146
4855,Tafers,Elektrizität,146
4856,Lauterbrunnen,Elektrizität,145
4857,Landiswil,Weitere,145
4858,Stäfa,Elektrizität,145
4859,Seedorf (UR),Weitere,145
4860,Dardagny,Unbestimmt,145
4861,Mont-Vully,Elektrizität,145
4862,Muzzano,Heizöl,145
4863,Le Landeron,Weitere,145
4864,S-chanf,Unbestimmt,145
4865,Ausserberg,Weitere,145
4866,St. Margrethen,Weitere,145
4867,Wald (BE),Heizöl,145
4868,Niederönz,Gas,145
4869,Hauenstein-Ifenthal,Unbestimmt,145
4870,Chavannes-de-Bogis,Unbestimmt,145
4871,Lauenen,Heizöl,145
4872,Muolen,Heizöl,145
4873,Weiach,Heizöl,145
4874,Merzligen,Unbestimmt,145
4875,Les Breuleux,Weitere,145
4876,Buochs,Weitere,145
4877,Grüsch,Elektrizität,145
4878,Bedigliora,Heizöl,145
4879,Lotzwil,Heizöl,145
4880,Ufhusen,Weitere,145
4881,Würenlos,Weitere,145
4882,Maracon,Unbestimmt,145
4883,Crans-Montana,Keine,145
4884,Cottens (FR),Heizöl,145
4885,St. Silvester,Heizöl,144
4886,Sevelen,Gas,144
4887,Wiler (Lötschen),Heizöl,144
4888,Le Flon,Heizöl,144
4889,Rhäzüns,Unbestimmt,144
4890,Täsch,Heizöl,144
4891,Veysonnaz,Heizöl,144
4892,Ried-Brig,Elektrizität,144
4893,Matten bei Interlaken,Gas,144
4894,Thalheim (AG),Heizöl,144
4895,Inwil,Weitere,144
4896,Bettwiesen,Heizöl,144
4897,Zäziwil,Weitere,144
4898,Hombrechtikon,Elektrizität,144
4899,Montet (Glâne),Unbestimmt,144
4900,Jenins,Heizöl,144
4901,Iseltwald,Weitere,144
4902,Lussy-sur-Morges,Unbestimmt,144
4903,Erlinsbach (AG),Weitere,144
4904,Reute (AR),Weitere,143
4905,Sulgen,Weitere,143
4906,Vernayaz,Elektrizität,143
4907,Corminboeuf,Gas,143
4908,Tolochenaz,Heizöl,143
4909,Büttenhardt,Unbestimmt,143
4910,Buus,Heizöl,143
4911,Baulmes,Weitere,143
4912,Zuchwil,Unbestimmt,143
4913,Hochwald,Weitere,143
4914,Meierskappel,Weitere,143
4915,Messen,Weitere,143
4916,Thörigen,Heizöl,143
4917,Giebenach,Heizöl,143
4918,Herdern,Heizöl,143
4919,Champéry,Unbestimmt,143
4920,Törbel,Weitere,143
4921,Häggenschwil,Heizöl,143
4922,Rickenbach (SO),Heizöl,143
4923,Dörflingen,Heizöl,143
4924,Givrins,Heizöl,143
4925,Thalwil,Weitere,143
4926,St. Gallen,Elektrizität,143
4927,Egolzwil,Heizöl,143
4928,Payerne,Elektrizität,143
4929,Seengen,Weitere,143
4930,Bourg-en-Lavaux,Weitere,142
4931,Buseno,Weitere,142
4932,Eschenz,Heizöl,142
4933,Servion,Elektrizität,142
4934,Payerne,Weitere,142
4935,Vechigen,Keine,142
4936,Blauen,Heizöl,142
4937,Jongny,Heizöl,142
4938,Pompaples,Unbestimmt,142
4939,Zweisimmen,Elektrizität,142
4940,Denges,Unbestimmt,142
4941,Basadingen-Schlattingen,Weitere,142
4942,Dalpe,Unbestimmt,141
4943,Männedorf,Elektrizität,141
4944,Bonstetten,Weitere,141
4945,Enges,Unbestimmt,141
4946,Tresa,Weitere,141
4947,La Chaux (Cossonay),Unbestimmt,141
4948,Ebnat-Kappel,Keine,141
4949,Aeschi (SO),Weitere,141
4950,Endingen,Heizöl,141
4951,Bellinzona,Keine,141
4952,Eriz,Weitere,141
4953,Valsot,Elektrizität,141
4954,Disentis/Mustér,Elektrizität,141
4955,Tannay,Elektrizität,141
4956,Merishausen,Weitere,141
4957,Kleinlützel,Weitere,141
4958,Curtilles,Unbestimmt,141
4959,Chavannes-des-Bois,Unbestimmt,141
4960,Yvorne,Heizöl,141
4961,Veyrier,Elektrizität,141
4962,Stabio,Elektrizität,141
4963,Jegenstorf,Gas,141
4964,Thürnen,Weitere,141
4965,Sisseln,Heizöl,141
4966,Tschappina,Weitere,141
4967,Reiden,Keine,141
4968,Dully,Unbestimmt,140
4969,Icogne,Elektrizität,140
4970,Riederalp,Weitere,140
4971,Steckborn,Weitere,140
4972,Canobbio,Gas,140
4973,Attinghausen,Heizöl,140
4974,Lutry,Gas,140
4975,La Verrerie,Heizöl,140
4976,Grindel,Unbestimmt,140
4977,Oberkulm,Weitere,140
4978,Holderbank (AG),Heizöl,140
4979,Lohn (SH),Heizöl,140
4980,Blumenstein,Weitere,140
4981,Hunzenschwil,Gas,140
4982,Giebenach,Weitere,140
4983,Semsales,Weitere,140
4984,Veytaux,Unbestimmt,140
4985,Rances,Unbestimmt,140
