Gemeinde,Bauperiode,Energiequelle,Anzahl,GebaeudeTotal
Nürensdorf,8021.0,Weitere,16,71
Nürensdorf,8021.0,Heizöl,1,71
Nürensdorf,8021.0,Elektrizität,1,71
Ettingen,8023.0,Keine,53,133
Ettingen,8023.0,Weitere,51,133
Ettingen,8023.0,Gas,29,133
Villaz,8020.0,Unbestimmt,53,70
Villaz,8020.0,Heizöl,12,70
Villaz,8020.0,Weitere,5,70
Risch,8023.0,Unbestimmt,53,66
Risch,8023.0,Weitere,9,66
Risch,8023.0,Gas,2,66
Risch,8023.0,Heizöl,2,66
Fischingen,8014.0,Unbestimmt,53,100
Fischingen,8014.0,Heizöl,31,100
Fischingen,8014.0,Weitere,11,100
Fischingen,8014.0,Keine,3,100
Fischingen,8014.0,Elektrizität,2,100
Gravesano,8015.0,Heizöl,53,94
Gravesano,8015.0,Unbestimmt,26,94
Gravesano,8015.0,Elektrizität,8,94
Gravesano,8015.0,Gas,7,94
Uetikon am See,8014.0,Heizöl,53,115
Uetikon am See,8014.0,Unbestimmt,40,115
Uetikon am See,8014.0,Gas,11,115
Uetikon am See,8014.0,Weitere,5,115
Uetikon am See,8014.0,Keine,3,115
Uetikon am See,8014.0,Elektrizität,3,115
Turbenthal,8016.0,Unbestimmt,53,125
Turbenthal,8016.0,Heizöl,48,125
Turbenthal,8016.0,Keine,11,125
Turbenthal,8016.0,Weitere,7,125
Turbenthal,8016.0,Elektrizität,6,125
Pfyn,8017.0,Gas,53,139
Pfyn,8017.0,Unbestimmt,43,139
Pfyn,8017.0,Heizöl,29,139
Pfyn,8017.0,Weitere,12,139
Pfyn,8017.0,Elektrizität,2,139
Ennetbaden,8014.0,Heizöl,53,104
Ennetbaden,8014.0,Unbestimmt,38,104
Ennetbaden,8014.0,Gas,9,104
Ennetbaden,8014.0,Weitere,4,104
Dulliken,8017.0,Weitere,53,146
Dulliken,8017.0,Unbestimmt,51,146
Dulliken,8017.0,Gas,25,146
Dulliken,8017.0,Heizöl,14,146
Dulliken,8017.0,Elektrizität,2,146
Dulliken,8017.0,Keine,1,146
Thusis,8013.0,Heizöl,53,96
Thusis,8013.0,Weitere,25,96
Thusis,8013.0,Elektrizität,9,96
Thusis,8013.0,Unbestimmt,7,96
Thusis,8013.0,Keine,2,96
Gams,8017.0,Unbestimmt,53,125
Gams,8017.0,Heizöl,51,125
Gams,8017.0,Weitere,16,125
Gams,8017.0,Elektrizität,5,125
Bitsch,8015.0,Elektrizität,53,129
Bitsch,8015.0,Unbestimmt,41,129
Bitsch,8015.0,Weitere,20,129
Bitsch,8015.0,Heizöl,14,129
Bitsch,8015.0,Gas,1,129
Chamblon,8011.0,Unbestimmt,53,80
Chamblon,8011.0,Gas,18,80
Chamblon,8011.0,Heizöl,3,80
Chamblon,8011.0,Elektrizität,3,80
Chamblon,8011.0,Weitere,2,80
Chamblon,8011.0,Keine,1,80
St. Moritz,8017.0,Heizöl,53,80
St. Moritz,8017.0,Keine,16,80
St. Moritz,8017.0,Unbestimmt,11,80
Neuendorf,8019.0,Unbestimmt,53,86
Neuendorf,8019.0,Heizöl,32,86
Neuendorf,8019.0,Elektrizität,1,86
Flawil,8022.0,Unbestimmt,53,108
Flawil,8022.0,Weitere,28,108
Flawil,8022.0,Keine,17,108
Flawil,8022.0,Gas,10,108
Heimiswil,8021.0,Unbestimmt,53,60
Heimiswil,8021.0,Weitere,7,60
Fischenthal,8016.0,Unbestimmt,53,71
Fischenthal,8016.0,Heizöl,8,71
Fischenthal,8016.0,Weitere,6,71
Fischenthal,8016.0,Elektrizität,2,71
Fischenthal,8016.0,Keine,2,71
Astano,8013.0,Unbestimmt,53,120
Astano,8013.0,Heizöl,42,120
Astano,8013.0,Elektrizität,18,120
Astano,8013.0,Weitere,6,120
Astano,8013.0,Keine,1,120
Brig-Glis,8020.0,Heizöl,53,66
Brig-Glis,8020.0,Unbestimmt,8,66
Brig-Glis,8020.0,Keine,3,66
Brig-Glis,8020.0,Elektrizität,1,66
Brig-Glis,8020.0,Gas,1,66
Dietikon,8023.0,Unbestimmt,53,110
Dietikon,8023.0,Weitere,38,110
Dietikon,8023.0,Gas,10,110
Dietikon,8023.0,Keine,9,110
Dulliken,8022.0,Unbestimmt,53,61
Dulliken,8022.0,Weitere,6,61
Dulliken,8022.0,Gas,2,61
Kestenholz,8011.0,Unbestimmt,53,134
Kestenholz,8011.0,Heizöl,46,134
Kestenholz,8011.0,Weitere,27,134
Kestenholz,8011.0,Elektrizität,3,134
Kestenholz,8011.0,Gas,3,134
Kestenholz,8011.0,Keine,2,134
Galgenen,8013.0,Unbestimmt,53,133
Galgenen,8013.0,Heizöl,52,133
Galgenen,8013.0,Weitere,20,133
Galgenen,8013.0,Gas,4,133
Galgenen,8013.0,Elektrizität,3,133
Galgenen,8013.0,Keine,1,133
Melchnau,8013.0,Unbestimmt,53,104
Melchnau,8013.0,Heizöl,29,104
Melchnau,8013.0,Weitere,21,104
Melchnau,8013.0,Elektrizität,1,104
Salenstein,8015.0,Unbestimmt,53,102
Salenstein,8015.0,Heizöl,37,102
Salenstein,8015.0,Elektrizität,7,102
Salenstein,8015.0,Weitere,4,102
Salenstein,8015.0,Gas,1,102
Minusio,8017.0,Heizöl,53,133
Minusio,8017.0,Unbestimmt,48,133
Minusio,8017.0,Elektrizität,30,133
Minusio,8017.0,Weitere,2,133
Stein am Rhein,8012.0,Gas,53,148
Stein am Rhein,8012.0,Unbestimmt,45,148
Stein am Rhein,8012.0,Heizöl,34,148
Stein am Rhein,8012.0,Weitere,8,148
Stein am Rhein,8012.0,Elektrizität,7,148
Stein am Rhein,8012.0,Keine,1,148
Ermensee,8012.0,Unbestimmt,53,70
Ermensee,8012.0,Heizöl,8,70
Ermensee,8012.0,Weitere,7,70
Ermensee,8012.0,Elektrizität,2,70
Kemmental,8019.0,Unbestimmt,53,89
Kemmental,8019.0,Heizöl,29,89
Kemmental,8019.0,Keine,4,89
Kemmental,8019.0,Weitere,2,89
Kemmental,8019.0,Gas,1,89
Brünisried,8011.0,Unbestimmt,53,109
Brünisried,8011.0,Weitere,32,109
Brünisried,8011.0,Heizöl,18,109
Brünisried,8011.0,Keine,6,109
Hirschthal,8020.0,Unbestimmt,52,70
Hirschthal,8020.0,Heizöl,10,70
Hirschthal,8020.0,Elektrizität,3,70
Hirschthal,8020.0,Keine,3,70
Hirschthal,8020.0,Weitere,2,70
Berikon,8020.0,Unbestimmt,52,103
Berikon,8020.0,Heizöl,45,103
Berikon,8020.0,Weitere,6,103
Wilen (TG),8022.0,Unbestimmt,52,86
Wilen (TG),8022.0,Weitere,16,86
Wilen (TG),8022.0,Gas,15,86
Wilen (TG),8022.0,Keine,3,86
Schangnau,8014.0,Unbestimmt,52,81
Schangnau,8014.0,Heizöl,15,81
Schangnau,8014.0,Weitere,10,81
Schangnau,8014.0,Elektrizität,3,81
Schangnau,8014.0,Keine,1,81
Freienbach,8022.0,Gas,52,137
Freienbach,8022.0,Unbestimmt,50,137
Freienbach,8022.0,Weitere,18,137
Freienbach,8022.0,Keine,16,137
Freienbach,8022.0,Heizöl,1,137
Tujetsch,8015.0,Elektrizität,52,135
Tujetsch,8015.0,Unbestimmt,40,135
Tujetsch,8015.0,Heizöl,37,135
Tujetsch,8015.0,Weitere,6,135
Murgenthal,8018.0,Unbestimmt,52,70
Murgenthal,8018.0,Heizöl,10,70
Murgenthal,8018.0,Gas,4,70
Murgenthal,8018.0,Weitere,3,70
Murgenthal,8018.0,Keine,1,70
Stettlen,8020.0,Heizöl,52,102
Stettlen,8020.0,Unbestimmt,43,102
Stettlen,8020.0,Elektrizität,5,102
Stettlen,8020.0,Weitere,2,102
Balsthal,8019.0,Unbestimmt,52,117
Balsthal,8019.0,Heizöl,46,117
Balsthal,8019.0,Weitere,13,117
Balsthal,8019.0,Elektrizität,3,117
Balsthal,8019.0,Gas,2,117
Balsthal,8019.0,Keine,1,117
Deitingen,8023.0,Unbestimmt,52,64
Deitingen,8023.0,Keine,5,64
Deitingen,8023.0,Weitere,4,64
Deitingen,8023.0,Heizöl,2,64
Deitingen,8023.0,Gas,1,64
Dürnten,8020.0,Unbestimmt,52,102
Dürnten,8020.0,Gas,32,102
Dürnten,8020.0,Keine,10,102
Dürnten,8020.0,Weitere,4,102
Dürnten,8020.0,Heizöl,3,102
Dürnten,8020.0,Elektrizität,1,102
Glattfelden,8016.0,Unbestimmt,52,97
Glattfelden,8016.0,Heizöl,32,97
Glattfelden,8016.0,Elektrizität,10,97
Glattfelden,8016.0,Weitere,2,97
Glattfelden,8016.0,Keine,1,97
Ipsach,8013.0,Heizöl,52,115
Ipsach,8013.0,Unbestimmt,31,115
Ipsach,8013.0,Gas,14,115
Ipsach,8013.0,Weitere,9,115
Ipsach,8013.0,Elektrizität,8,115
Ipsach,8013.0,Keine,1,115
Lumnezia,8015.0,Heizöl,52,112
Lumnezia,8015.0,Weitere,31,112
Lumnezia,8015.0,Elektrizität,18,112
Lumnezia,8015.0,Unbestimmt,10,112
Lumnezia,8015.0,Keine,1,112
Bürglen (TG),8023.0,Unbestimmt,52,101
Bürglen (TG),8023.0,Keine,33,101
Bürglen (TG),8023.0,Weitere,7,101
Bürglen (TG),8023.0,Gas,6,101
Bürglen (TG),8023.0,Elektrizität,3,101
Trub,8013.0,Unbestimmt,52,85
Trub,8013.0,Weitere,25,85
Trub,8013.0,Heizöl,8,85
Plasselb,8018.0,Unbestimmt,52,70
Plasselb,8018.0,Heizöl,11,70
Plasselb,8018.0,Weitere,6,70
Plasselb,8018.0,Elektrizität,1,70
Novazzano,8014.0,Heizöl,52,115
Novazzano,8014.0,Unbestimmt,38,115
Novazzano,8014.0,Gas,20,115
Novazzano,8014.0,Weitere,3,115
Novazzano,8014.0,Elektrizität,2,115
Préverenges,8015.0,Heizöl,52,142
Préverenges,8015.0,Unbestimmt,33,142
Préverenges,8015.0,Elektrizität,31,142
Préverenges,8015.0,Gas,21,142
Préverenges,8015.0,Weitere,3,142
Préverenges,8015.0,Keine,2,142
Ferpicloz,8011.0,Unbestimmt,52,64
Ferpicloz,8011.0,Heizöl,5,64
Ferpicloz,8011.0,Weitere,5,64
Ferpicloz,8011.0,Gas,1,64
Ferpicloz,8011.0,Elektrizität,1,64
Rüegsau,8022.0,Unbestimmt,52,65
Rüegsau,8022.0,Weitere,6,65
Rüegsau,8022.0,Keine,3,65
Rüegsau,8022.0,Heizöl,2,65
Rüegsau,8022.0,Elektrizität,2,65
Stein (AG),8022.0,Unbestimmt,52,79
Stein (AG),8022.0,Weitere,24,79
Stein (AG),8022.0,Elektrizität,1,79
Stein (AG),8022.0,Gas,1,79
Stein (AG),8022.0,Keine,1,79
Stetten (AG),8021.0,Unbestimmt,52,76
Stetten (AG),8021.0,Weitere,17,76
Stetten (AG),8021.0,Heizöl,7,76
Muri bei Bern,8018.0,Unbestimmt,52,119
Muri bei Bern,8018.0,Gas,36,119
Muri bei Bern,8018.0,Keine,19,119
Muri bei Bern,8018.0,Heizöl,11,119
Muri bei Bern,8018.0,Elektrizität,1,119
Ramsen,8013.0,Unbestimmt,52,73
Ramsen,8013.0,Heizöl,14,73
Ramsen,8013.0,Weitere,6,73
Ramsen,8013.0,Elektrizität,1,73
Rances,8011.0,Unbestimmt,52,137
Rances,8011.0,Heizöl,50,137
Rances,8011.0,Weitere,25,137
Rances,8011.0,Elektrizität,6,137
Rances,8011.0,Gas,2,137
Rances,8011.0,Keine,2,137
Knutwil,8017.0,Unbestimmt,52,100
Knutwil,8017.0,Heizöl,22,100
Knutwil,8017.0,Weitere,17,100
Knutwil,8017.0,Elektrizität,8,100
Knutwil,8017.0,Keine,1,100
Künten,8022.0,Unbestimmt,52,55
Künten,8022.0,Heizöl,2,55
Künten,8022.0,Elektrizität,1,55
Genthod,8019.0,Gas,52,78
Genthod,8019.0,Unbestimmt,22,78
Genthod,8019.0,Heizöl,4,78
Chéserex,8011.0,Unbestimmt,52,89
Chéserex,8011.0,Heizöl,23,89
Chéserex,8011.0,Keine,5,89
Chéserex,8011.0,Weitere,4,89
Chéserex,8011.0,Elektrizität,3,89
Chéserex,8011.0,Gas,2,89
Sevelen,8019.0,Unbestimmt,52,91
Sevelen,8019.0,Heizöl,24,91
Sevelen,8019.0,Weitere,14,91
Sevelen,8019.0,Elektrizität,1,91
Wangen bei Olten,8017.0,Unbestimmt,52,116
Wangen bei Olten,8017.0,Gas,37,116
Wangen bei Olten,8017.0,Heizöl,22,116
Wangen bei Olten,8017.0,Weitere,4,116
Wangen bei Olten,8017.0,Elektrizität,1,116
Subingen,8014.0,Heizöl,52,97
Subingen,8014.0,Unbestimmt,30,97
Subingen,8014.0,Gas,11,97
Subingen,8014.0,Weitere,2,97
Subingen,8014.0,Keine,1,97
Subingen,8014.0,Elektrizität,1,97
Wangen bei Olten,8018.0,Unbestimmt,52,112
Wangen bei Olten,8018.0,Gas,49,112
Wangen bei Olten,8018.0,Heizöl,10,112
Wangen bei Olten,8018.0,Elektrizität,1,112
Schüpfen,8018.0,Heizöl,52,91
Schüpfen,8018.0,Unbestimmt,33,91
Schüpfen,8018.0,Weitere,4,91
Schüpfen,8018.0,Keine,2,91
Etagnières,8011.0,Unbestimmt,52,85
Etagnières,8011.0,Heizöl,16,85
Etagnières,8011.0,Elektrizität,5,85
Etagnières,8011.0,Gas,5,85
Etagnières,8011.0,Weitere,5,85
Etagnières,8011.0,Keine,2,85
Pfäffikon,8018.0,Heizöl,52,116
Pfäffikon,8018.0,Keine,35,116
Pfäffikon,8018.0,Unbestimmt,24,116
Pfäffikon,8018.0,Weitere,5,116
Croy,8011.0,Unbestimmt,52,108
Croy,8011.0,Gas,22,108
Croy,8011.0,Heizöl,18,108
Croy,8011.0,Elektrizität,8,108
Croy,8011.0,Weitere,6,108
Croy,8011.0,Keine,2,108
Bister,8011.0,Unbestimmt,52,69
Bister,8011.0,Weitere,10,69
Bister,8011.0,Elektrizität,7,69
Müllheim,8021.0,Unbestimmt,52,76
Müllheim,8021.0,Weitere,14,76
Müllheim,8021.0,Gas,10,76
Schiers,8015.0,Heizöl,52,102
Schiers,8015.0,Weitere,41,102
Schiers,8015.0,Unbestimmt,7,102
Schiers,8015.0,Keine,2,102
Locarno,8016.0,Unbestimmt,52,115
Locarno,8016.0,Heizöl,47,115
Locarno,8016.0,Elektrizität,16,115
Saignelégier,8019.0,Unbestimmt,52,95
Saignelégier,8019.0,Heizöl,32,95
Saignelégier,8019.0,Weitere,10,95
Saignelégier,8019.0,Elektrizität,1,95
Rorschach,8015.0,Unbestimmt,52,88
Rorschach,8015.0,Heizöl,16,88
Rorschach,8015.0,Gas,14,88
Rorschach,8015.0,Weitere,4,88
Rorschach,8015.0,Elektrizität,2,88
Beckenried,8012.0,Weitere,52,127
Beckenried,8012.0,Heizöl,37,127
Beckenried,8012.0,Unbestimmt,20,127
Beckenried,8012.0,Elektrizität,13,127
Beckenried,8012.0,Keine,5,127
Obermumpf,8015.0,Unbestimmt,52,83
Obermumpf,8015.0,Heizöl,24,83
Obermumpf,8015.0,Weitere,4,83
Obermumpf,8015.0,Elektrizität,3,83
Etoy,8017.0,Gas,52,117
Etoy,8017.0,Elektrizität,23,117
Etoy,8017.0,Unbestimmt,21,117
Etoy,8017.0,Heizöl,18,117
Etoy,8017.0,Weitere,3,117
Wangen (SZ),8023.0,Unbestimmt,52,104
Wangen (SZ),8023.0,Weitere,29,104
Wangen (SZ),8023.0,Keine,13,104
Wangen (SZ),8023.0,Gas,8,104
Wangen (SZ),8023.0,Heizöl,1,104
Wangen (SZ),8023.0,Elektrizität,1,104
Sempach,8017.0,Unbestimmt,52,94
Sempach,8017.0,Heizöl,19,94
Sempach,8017.0,Elektrizität,13,94
Sempach,8017.0,Weitere,10,94
Turbenthal,8017.0,Unbestimmt,52,121
Turbenthal,8017.0,Heizöl,46,121
Turbenthal,8017.0,Keine,15,121
Turbenthal,8017.0,Weitere,6,121
Turbenthal,8017.0,Elektrizität,2,121
Urmein,8015.0,Heizöl,52,97
Urmein,8015.0,Unbestimmt,26,97
Urmein,8015.0,Gas,10,97
Urmein,8015.0,Weitere,4,97
Urmein,8015.0,Elektrizität,4,97
Urmein,8015.0,Keine,1,97
Mümliswil-Ramiswil,8020.0,Unbestimmt,52,76
Mümliswil-Ramiswil,8020.0,Heizöl,14,76
Mümliswil-Ramiswil,8020.0,Weitere,6,76
Mümliswil-Ramiswil,8020.0,Keine,4,76
Rorschacherberg,8021.0,Unbestimmt,52,91
Rorschacherberg,8021.0,Gas,30,91
Rorschacherberg,8021.0,Weitere,5,91
Rorschacherberg,8021.0,Heizöl,4,91
Giffers,8020.0,Unbestimmt,52,59
Giffers,8020.0,Weitere,4,59
Giffers,8020.0,Heizöl,3,59
Hunzenschwil,8023.0,Unbestimmt,52,95
Hunzenschwil,8023.0,Keine,32,95
Hunzenschwil,8023.0,Gas,8,95
Hunzenschwil,8023.0,Elektrizität,1,95
Hunzenschwil,8023.0,Heizöl,1,95
Hunzenschwil,8023.0,Weitere,1,95
Jonschwil,8021.0,Weitere,52,124
Jonschwil,8021.0,Unbestimmt,37,124
Jonschwil,8021.0,Gas,33,124
Jonschwil,8021.0,Heizöl,1,124
Jonschwil,8021.0,Keine,1,124
Saillon,8011.0,Unbestimmt,52,133
Saillon,8011.0,Elektrizität,35,133
Saillon,8011.0,Weitere,27,133
Saillon,8011.0,Heizöl,15,133
Saillon,8011.0,Keine,3,133
Saillon,8011.0,Gas,1,133
Schüpfen,8013.0,Unbestimmt,52,119
Schüpfen,8013.0,Heizöl,45,119
Schüpfen,8013.0,Weitere,14,119
Schüpfen,8013.0,Elektrizität,7,119
Schüpfen,8013.0,Gas,1,119
Laufen-Uhwiesen,8015.0,Heizöl,52,96
Laufen-Uhwiesen,8015.0,Unbestimmt,31,96
Laufen-Uhwiesen,8015.0,Elektrizität,7,96
Laufen-Uhwiesen,8015.0,Keine,3,96
Laufen-Uhwiesen,8015.0,Weitere,2,96
Laufen-Uhwiesen,8015.0,Gas,1,96
Les Montets,8015.0,Unbestimmt,52,84
Les Montets,8015.0,Heizöl,24,84
Les Montets,8015.0,Elektrizität,4,84
Les Montets,8015.0,Weitere,4,84
Diessenhofen,8021.0,Unbestimmt,52,92
Diessenhofen,8021.0,Gas,21,92
Diessenhofen,8021.0,Weitere,18,92
Diessenhofen,8021.0,Keine,1,92
Froideville,8011.0,Unbestimmt,52,110
Froideville,8011.0,Gas,26,110
Froideville,8011.0,Heizöl,16,110
Froideville,8011.0,Weitere,9,110
Froideville,8011.0,Elektrizität,7,110
Frick,8016.0,Unbestimmt,52,94
Frick,8016.0,Heizöl,17,94
Frick,8016.0,Elektrizität,15,94
Frick,8016.0,Weitere,5,94
Frick,8016.0,Gas,5,94
Root,8013.0,Heizöl,52,86
Root,8013.0,Unbestimmt,29,86
Root,8013.0,Weitere,5,86
Diessenhofen,8014.0,Unbestimmt,52,118
Diessenhofen,8014.0,Heizöl,42,118
Diessenhofen,8014.0,Gas,14,118
Diessenhofen,8014.0,Weitere,7,118
Diessenhofen,8014.0,Elektrizität,3,118
Unterschächen,8013.0,Unbestimmt,52,84
Unterschächen,8013.0,Weitere,23,84
Unterschächen,8013.0,Heizöl,5,84
Unterschächen,8013.0,Elektrizität,2,84
Unterschächen,8013.0,Keine,2,84
Lufingen,8014.0,Heizöl,52,85
Lufingen,8014.0,Unbestimmt,26,85
Lufingen,8014.0,Weitere,4,85
Lufingen,8014.0,Keine,2,85
Lufingen,8014.0,Elektrizität,1,85
Wichtrach,8014.0,Heizöl,52,108
Wichtrach,8014.0,Unbestimmt,45,108
Wichtrach,8014.0,Weitere,8,108
Wichtrach,8014.0,Elektrizität,3,108
Adelboden,8022.0,Unbestimmt,52,66
Adelboden,8022.0,Weitere,7,66
Adelboden,8022.0,Heizöl,4,66
Adelboden,8022.0,Keine,2,66
Adelboden,8022.0,Elektrizität,1,66
Däniken,8013.0,Unbestimmt,52,122
Däniken,8013.0,Heizöl,49,122
Däniken,8013.0,Weitere,16,122
Däniken,8013.0,Elektrizität,3,122
Däniken,8013.0,Gas,2,122
Worben,8014.0,Heizöl,52,120
Worben,8014.0,Unbestimmt,40,120
Worben,8014.0,Weitere,27,120
Worben,8014.0,Gas,1,120
Niederdorf,8015.0,Heizöl,52,109
Niederdorf,8015.0,Keine,38,109
Niederdorf,8015.0,Weitere,15,109
Niederdorf,8015.0,Elektrizität,4,109
Niederbüren,8015.0,Unbestimmt,52,85
Niederbüren,8015.0,Heizöl,22,85
Niederbüren,8015.0,Weitere,9,85
Niederbüren,8015.0,Keine,1,85
Niederbüren,8015.0,Elektrizität,1,85
Tramelan,8016.0,Unbestimmt,52,75
Tramelan,8016.0,Weitere,9,75
Tramelan,8016.0,Heizöl,8,75
Tramelan,8016.0,Elektrizität,6,75
Sullens,8011.0,Unbestimmt,52,109
Sullens,8011.0,Gas,28,109
Sullens,8011.0,Heizöl,20,109
Sullens,8011.0,Elektrizität,4,109
Sullens,8011.0,Keine,3,109
Sullens,8011.0,Weitere,2,109
Oberrieden,8012.0,Heizöl,52,154
Oberrieden,8012.0,Gas,46,154
Oberrieden,8012.0,Unbestimmt,36,154
Oberrieden,8012.0,Elektrizität,8,154
Oberrieden,8012.0,Weitere,7,154
Oberrieden,8012.0,Keine,5,154
Fislisbach,8023.0,Unbestimmt,52,72
Fislisbach,8023.0,Keine,11,72
Fislisbach,8023.0,Weitere,6,72
Fislisbach,8023.0,Gas,3,72
Lotzwil,8014.0,Unbestimmt,52,110
Lotzwil,8014.0,Heizöl,35,110
Lotzwil,8014.0,Gas,20,110
Lotzwil,8014.0,Weitere,2,110
Lotzwil,8014.0,Elektrizität,1,110
Dättlikon,8021.0,Unbestimmt,52,79
Dättlikon,8021.0,Weitere,23,79
Dättlikon,8021.0,Keine,2,79
Dättlikon,8021.0,Heizöl,2,79
Walterswil (SO),8011.0,Unbestimmt,52,110
Walterswil (SO),8011.0,Weitere,28,110
Walterswil (SO),8011.0,Heizöl,18,110
Walterswil (SO),8011.0,Gas,9,110
Walterswil (SO),8011.0,Keine,3,110
Pieterlen,8022.0,Unbestimmt,52,66
Pieterlen,8022.0,Weitere,12,66
Pieterlen,8022.0,Heizöl,1,66
Pieterlen,8022.0,Elektrizität,1,66
Bonaduz,8011.0,Heizöl,52,124
Bonaduz,8011.0,Unbestimmt,32,124
Bonaduz,8011.0,Weitere,32,124
Bonaduz,8011.0,Keine,6,124
Bonaduz,8011.0,Elektrizität,2,124
Zihlschlacht-Sitterdorf,8022.0,Unbestimmt,52,75
Zihlschlacht-Sitterdorf,8022.0,Keine,12,75
Zihlschlacht-Sitterdorf,8022.0,Gas,5,75
Zihlschlacht-Sitterdorf,8022.0,Weitere,5,75
Zihlschlacht-Sitterdorf,8022.0,Heizöl,1,75
Wallbach,8020.0,Unbestimmt,52,79
Wallbach,8020.0,Gas,23,79
Wallbach,8020.0,Weitere,2,79
Wallbach,8020.0,Heizöl,1,79
Wallbach,8020.0,Keine,1,79
Turgi,8012.0,Heizöl,52,148
Turgi,8012.0,Gas,44,148
Turgi,8012.0,Unbestimmt,37,148
Turgi,8012.0,Elektrizität,9,148
Turgi,8012.0,Weitere,6,148
Chiasso,8015.0,Heizöl,52,88
Chiasso,8015.0,Unbestimmt,30,88
Chiasso,8015.0,Gas,4,88
Chiasso,8015.0,Weitere,1,88
Chiasso,8015.0,Elektrizität,1,88
Trogen,8014.0,Unbestimmt,52,103
Trogen,8014.0,Heizöl,28,103
Trogen,8014.0,Weitere,18,103
Trogen,8014.0,Keine,3,103
Trogen,8014.0,Elektrizität,2,103
Bäretswil,8018.0,Unbestimmt,52,87
Bäretswil,8018.0,Heizöl,26,87
Bäretswil,8018.0,Keine,5,87
Bäretswil,8018.0,Weitere,4,87
Gampel-Bratsch,8014.0,Heizöl,52,78
Gampel-Bratsch,8014.0,Elektrizität,13,78
Gampel-Bratsch,8014.0,Weitere,9,78
Gampel-Bratsch,8014.0,Gas,2,78
Gampel-Bratsch,8014.0,Unbestimmt,2,78
Delémont,8018.0,Unbestimmt,52,108
Delémont,8018.0,Gas,31,108
Delémont,8018.0,Heizöl,19,108
Delémont,8018.0,Weitere,6,108
Haute-Ajoie,8014.0,Unbestimmt,52,86
Haute-Ajoie,8014.0,Weitere,15,86
Haute-Ajoie,8014.0,Heizöl,13,86
Haute-Ajoie,8014.0,Elektrizität,4,86
Haute-Ajoie,8014.0,Keine,2,86
Madiswil,8019.0,Unbestimmt,52,94
Madiswil,8019.0,Heizöl,32,94
Madiswil,8019.0,Weitere,8,94
Madiswil,8019.0,Gas,1,94
Madiswil,8019.0,Elektrizität,1,94
Adligenswil,8021.0,Unbestimmt,52,62
Adligenswil,8021.0,Weitere,8,62
Adligenswil,8021.0,Heizöl,1,62
Adligenswil,8021.0,Gas,1,62
Merenschwand,8016.0,Unbestimmt,52,76
Merenschwand,8016.0,Heizöl,21,76
Merenschwand,8016.0,Weitere,2,76
Merenschwand,8016.0,Elektrizität,1,76
Erlenbach (ZH),8019.0,Unbestimmt,52,121
Erlenbach (ZH),8019.0,Gas,51,121
Erlenbach (ZH),8019.0,Heizöl,13,121
Erlenbach (ZH),8019.0,Weitere,2,121
Erlenbach (ZH),8019.0,Elektrizität,2,121
Erlenbach (ZH),8019.0,Keine,1,121
Coppet,8022.0,Unbestimmt,52,74
Coppet,8022.0,Weitere,16,74
Coppet,8022.0,Keine,3,74
Coppet,8022.0,Elektrizität,2,74
Coppet,8022.0,Gas,1,74
Courgevaux,8021.0,Unbestimmt,52,64
Courgevaux,8021.0,Weitere,11,64
Courgevaux,8021.0,Heizöl,1,64
Belmont-sur-Lausanne,8015.0,Heizöl,52,125
Belmont-sur-Lausanne,8015.0,Unbestimmt,43,125
Belmont-sur-Lausanne,8015.0,Elektrizität,26,125
Belmont-sur-Lausanne,8015.0,Weitere,4,125
Montanaire,8013.0,Unbestimmt,52,81
Montanaire,8013.0,Heizöl,20,81
Montanaire,8013.0,Gas,5,81
Montanaire,8013.0,Elektrizität,2,81
Montanaire,8013.0,Weitere,2,81
Silvaplana,8014.0,Heizöl,52,65
Silvaplana,8014.0,Unbestimmt,7,65
Silvaplana,8014.0,Weitere,3,65
Silvaplana,8014.0,Elektrizität,3,65
Eriswil,8015.0,Unbestimmt,52,66
Eriswil,8015.0,Heizöl,10,66
Eriswil,8015.0,Weitere,3,66
Eriswil,8015.0,Elektrizität,1,66
Saint-Léonard,8011.0,Gas,52,118
Saint-Léonard,8011.0,Weitere,22,118
Saint-Léonard,8011.0,Unbestimmt,15,118
Saint-Léonard,8011.0,Elektrizität,13,118
Saint-Léonard,8011.0,Heizöl,9,118
Saint-Léonard,8011.0,Keine,7,118
Wolfwil,8022.0,Unbestimmt,52,61
Wolfwil,8022.0,Weitere,6,61
Wolfwil,8022.0,Heizöl,2,61
Wolfwil,8022.0,Elektrizität,1,61
Hasle bei Burgdorf,8023.0,Unbestimmt,52,68
Hasle bei Burgdorf,8023.0,Keine,8,68
Hasle bei Burgdorf,8023.0,Weitere,7,68
Hasle bei Burgdorf,8023.0,Heizöl,1,68
Fischingen,8023.0,Unbestimmt,52,127
Fischingen,8023.0,Weitere,42,127
Fischingen,8023.0,Keine,33,127
Erlenbach (ZH),8015.0,Heizöl,52,111
Erlenbach (ZH),8015.0,Unbestimmt,41,111
Erlenbach (ZH),8015.0,Gas,13,111
Erlenbach (ZH),8015.0,Weitere,2,111
Erlenbach (ZH),8015.0,Keine,2,111
Erlenbach (ZH),8015.0,Elektrizität,1,111
Schöftland,8020.0,Unbestimmt,52,97
Schöftland,8020.0,Gas,21,97
Schöftland,8020.0,Heizöl,13,97
Schöftland,8020.0,Keine,9,97
Schöftland,8020.0,Weitere,2,97
