Gemeinde,Bauperiode,Energiequelle,Anzahl,GebaeudeTotal
Zürich,8011.0,Gas,7002,13002
Zürich,8011.0,Heizöl,2086,13002
Zürich,8011.0,Keine,1949,13002
Zürich,8011.0,Weitere,1714,13002
Zürich,8011.0,Unbestimmt,217,13002
Zürich,8011.0,Elektrizität,34,13002
Zürich,8012.0,Gas,6599,15939
Zürich,8012.0,Heizöl,4179,15939
Zürich,8012.0,Weitere,2591,15939
Zürich,8012.0,Keine,2207,15939
Zürich,8012.0,Unbestimmt,342,15939
Zürich,8012.0,Elektrizität,21,15939
Zürich,8013.0,Heizöl,3711,12101
Zürich,8013.0,Gas,2932,12101
Zürich,8013.0,Weitere,2916,12101
Zürich,8013.0,Keine,2274,12101
Zürich,8013.0,Unbestimmt,248,12101
Zürich,8013.0,Elektrizität,20,12101
Basel,8012.0,Gas,3696,7561
Basel,8012.0,Weitere,2466,7561
Basel,8012.0,Heizöl,690,7561
Basel,8012.0,Keine,503,7561
Basel,8012.0,Unbestimmt,130,7561
Basel,8012.0,Elektrizität,76,7561
Basel,8011.0,Weitere,3272,7385
Basel,8011.0,Gas,2622,7385
Basel,8011.0,Keine,642,7385
Basel,8011.0,Heizöl,427,7385
Basel,8011.0,Unbestimmt,361,7385
Basel,8011.0,Elektrizität,61,7385
Bellinzona,8013.0,Unbestimmt,2917,5246
Bellinzona,8013.0,Heizöl,1284,5246
Bellinzona,8013.0,Elektrizität,632,5246
Bellinzona,8013.0,Weitere,306,5246
Bellinzona,8013.0,Keine,54,5246
Bellinzona,8013.0,Gas,53,5246
Anniviers,8011.0,Unbestimmt,2775,3457
Anniviers,8011.0,Weitere,238,3457
Anniviers,8011.0,Elektrizität,235,3457
Anniviers,8011.0,Keine,111,3457
Anniviers,8011.0,Heizöl,94,3457
Anniviers,8011.0,Gas,4,3457
Bern,8011.0,Gas,2718,6968
Bern,8011.0,Unbestimmt,2466,6968
Bern,8011.0,Heizöl,1159,6968
Bern,8011.0,Weitere,436,6968
Bern,8011.0,Elektrizität,136,6968
Bern,8011.0,Keine,53,6968
Winterthur,8011.0,Unbestimmt,2538,6191
Winterthur,8011.0,Gas,1414,6191
Winterthur,8011.0,Heizöl,1283,6191
Winterthur,8011.0,Weitere,683,6191
Winterthur,8011.0,Keine,164,6191
Winterthur,8011.0,Elektrizität,109,6191
Bern,8012.0,Gas,2430,5530
Bern,8012.0,Heizöl,1906,5530
Bern,8012.0,Unbestimmt,812,5530
Bern,8012.0,Weitere,289,5530
Bern,8012.0,Elektrizität,86,5530
Bern,8012.0,Keine,7,5530
Neuchâtel,8011.0,Unbestimmt,2073,4103
Neuchâtel,8011.0,Gas,950,4103
Neuchâtel,8011.0,Heizöl,895,4103
Neuchâtel,8011.0,Weitere,166,4103
Neuchâtel,8011.0,Elektrizität,18,4103
Neuchâtel,8011.0,Keine,1,4103
St. Gallen,8011.0,Gas,1997,5123
St. Gallen,8011.0,Unbestimmt,1339,5123
St. Gallen,8011.0,Heizöl,918,5123
St. Gallen,8011.0,Weitere,673,5123
St. Gallen,8011.0,Keine,140,5123
St. Gallen,8011.0,Elektrizität,56,5123
Basel,8013.0,Weitere,1799,4279
Basel,8013.0,Gas,1177,4279
Basel,8013.0,Keine,585,4279
Basel,8013.0,Heizöl,464,4279
Basel,8013.0,Unbestimmt,225,4279
Basel,8013.0,Elektrizität,29,4279
La Chaux-de-Fonds,8011.0,Unbestimmt,1746,3727
La Chaux-de-Fonds,8011.0,Heizöl,897,3727
La Chaux-de-Fonds,8011.0,Weitere,514,3727
La Chaux-de-Fonds,8011.0,Gas,512,3727
La Chaux-de-Fonds,8011.0,Elektrizität,49,3727
La Chaux-de-Fonds,8011.0,Keine,9,3727
Winterthur,8012.0,Gas,1740,4366
Winterthur,8012.0,Heizöl,1499,4366
Winterthur,8012.0,Unbestimmt,901,4366
Winterthur,8012.0,Weitere,161,4366
Winterthur,8012.0,Elektrizität,61,4366
Winterthur,8012.0,Keine,4,4366
Bern,8013.0,Heizöl,1670,4258
Bern,8013.0,Unbestimmt,1214,4258
Bern,8013.0,Gas,1066,4258
Bern,8013.0,Weitere,253,4258
Bern,8013.0,Elektrizität,43,4258
Bern,8013.0,Keine,12,4258
Glarus Nord,8011.0,Unbestimmt,1656,3281
Glarus Nord,8011.0,Weitere,620,3281
Glarus Nord,8011.0,Heizöl,577,3281
Glarus Nord,8011.0,Keine,190,3281
Glarus Nord,8011.0,Elektrizität,121,3281
Glarus Nord,8011.0,Gas,117,3281
Glarus Süd,8011.0,Unbestimmt,1635,4481
Glarus Süd,8011.0,Weitere,1465,4481
Glarus Süd,8011.0,Heizöl,557,4481
Glarus Süd,8011.0,Keine,461,4481
Glarus Süd,8011.0,Elektrizität,349,4481
Glarus Süd,8011.0,Gas,14,4481
Saanen,8011.0,Unbestimmt,1624,2931
Saanen,8011.0,Weitere,773,2931
Saanen,8011.0,Heizöl,351,2931
Saanen,8011.0,Keine,126,2931
Saanen,8011.0,Elektrizität,43,2931
Saanen,8011.0,Gas,14,2931
Savièse,8011.0,Unbestimmt,1591,1861
Savièse,8011.0,Heizöl,112,1861
Savièse,8011.0,Weitere,75,1861
Savièse,8011.0,Elektrizität,54,1861
Savièse,8011.0,Keine,23,1861
Savièse,8011.0,Gas,6,1861
Neckertal,8011.0,Unbestimmt,1552,2795
Neckertal,8011.0,Weitere,853,2795
Neckertal,8011.0,Heizöl,233,2795
Neckertal,8011.0,Keine,111,2795
Neckertal,8011.0,Elektrizität,38,2795
Neckertal,8011.0,Gas,8,2795
Köniz,8011.0,Unbestimmt,1506,2618
Köniz,8011.0,Weitere,560,2618
Köniz,8011.0,Heizöl,259,2618
Köniz,8011.0,Keine,146,2618
Köniz,8011.0,Gas,92,2618
Köniz,8011.0,Elektrizität,55,2618
Val-de-Travers,8011.0,Unbestimmt,1494,3023
Val-de-Travers,8011.0,Heizöl,676,3023
Val-de-Travers,8011.0,Weitere,389,3023
Val-de-Travers,8011.0,Gas,347,3023
Val-de-Travers,8011.0,Keine,110,3023
Val-de-Travers,8011.0,Elektrizität,7,3023
Grindelwald,8011.0,Unbestimmt,1492,2129
Grindelwald,8011.0,Weitere,300,2129
Grindelwald,8011.0,Heizöl,232,2129
Grindelwald,8011.0,Keine,62,2129
Grindelwald,8011.0,Elektrizität,43,2129
Maggia,8013.0,Unbestimmt,1416,1680
Maggia,8013.0,Elektrizität,108,1680
Maggia,8013.0,Heizöl,89,1680
Maggia,8013.0,Weitere,51,1680
Maggia,8013.0,Gas,10,1680
Maggia,8013.0,Keine,6,1680
Zürich,8023.0,Weitere,1396,2580
Zürich,8023.0,Keine,982,2580
Zürich,8023.0,Gas,122,2580
Zürich,8023.0,Unbestimmt,67,2580
Zürich,8023.0,Heizöl,9,2580
Zürich,8023.0,Elektrizität,4,2580
Winterthur,8013.0,Heizöl,1395,3137
Winterthur,8013.0,Unbestimmt,905,3137
Winterthur,8013.0,Gas,653,3137
Winterthur,8013.0,Weitere,154,3137
Winterthur,8013.0,Elektrizität,23,3137
Winterthur,8013.0,Keine,7,3137
Serravalle,8013.0,Unbestimmt,1387,1500
Serravalle,8013.0,Elektrizität,42,1500
Serravalle,8013.0,Weitere,34,1500
Serravalle,8013.0,Heizöl,30,1500
Serravalle,8013.0,Gas,6,1500
Serravalle,8013.0,Keine,1,1500
Lauterbrunnen,8011.0,Unbestimmt,1359,1939
Lauterbrunnen,8011.0,Heizöl,283,1939
Lauterbrunnen,8011.0,Weitere,228,1939
Lauterbrunnen,8011.0,Elektrizität,57,1939
Lauterbrunnen,8011.0,Keine,10,1939
Lauterbrunnen,8011.0,Gas,2,1939
Thun,8011.0,Unbestimmt,1346,2574
Thun,8011.0,Gas,507,2574
Thun,8011.0,Heizöl,370,2574
Thun,8011.0,Keine,152,2574
Thun,8011.0,Weitere,142,2574
Thun,8011.0,Elektrizität,57,2574
Glarus Süd,8019.0,Unbestimmt,1343,1671
Glarus Süd,8019.0,Keine,155,1671
Glarus Süd,8019.0,Heizöl,84,1671
Glarus Süd,8019.0,Weitere,69,1671
Glarus Süd,8019.0,Elektrizität,18,1671
Glarus Süd,8019.0,Gas,2,1671
Luzern,8011.0,Gas,1331,2802
Luzern,8011.0,Unbestimmt,691,2802
Luzern,8011.0,Keine,343,2802
Luzern,8011.0,Heizöl,330,2802
Luzern,8011.0,Weitere,83,2802
Luzern,8011.0,Elektrizität,24,2802
Frutigen,8011.0,Unbestimmt,1329,2090
Frutigen,8011.0,Weitere,407,2090
Frutigen,8011.0,Heizöl,227,2090
Frutigen,8011.0,Keine,95,2090
Frutigen,8011.0,Elektrizität,32,2090
Bülach,8011.0,Unbestimmt,1269,1564
Bülach,8011.0,Heizöl,141,1564
Bülach,8011.0,Weitere,64,1564
Bülach,8011.0,Elektrizität,39,1564
Bülach,8011.0,Keine,33,1564
Bülach,8011.0,Gas,18,1564
Herisau,8011.0,Unbestimmt,1232,2536
Herisau,8011.0,Gas,433,2536
Herisau,8011.0,Weitere,415,2536
Herisau,8011.0,Heizöl,384,2536
Herisau,8011.0,Elektrizität,38,2536
Herisau,8011.0,Keine,34,2536
Klosters,8011.0,Unbestimmt,1229,1834
Klosters,8011.0,Weitere,228,1834
Klosters,8011.0,Keine,164,1834
Klosters,8011.0,Heizöl,148,1834
Klosters,8011.0,Elektrizität,57,1834
Klosters,8011.0,Gas,8,1834
Biel/Bienne,8012.0,Gas,1228,2262
Biel/Bienne,8012.0,Heizöl,640,2262
Biel/Bienne,8012.0,Keine,249,2262
Biel/Bienne,8012.0,Weitere,66,2262
Biel/Bienne,8012.0,Unbestimmt,51,2262
Biel/Bienne,8012.0,Elektrizität,28,2262
Nesslau,8011.0,Unbestimmt,1218,2200
Nesslau,8011.0,Weitere,562,2200
Nesslau,8011.0,Keine,275,2200
Nesslau,8011.0,Heizöl,108,2200
Nesslau,8011.0,Elektrizität,34,2200
Nesslau,8011.0,Gas,3,2200
Genève,8011.0,Gas,1215,3033
Genève,8011.0,Heizöl,940,3033
Genève,8011.0,Unbestimmt,683,3033
Genève,8011.0,Weitere,135,3033
Genève,8011.0,Elektrizität,39,3033
Genève,8011.0,Keine,21,3033
Basel,8014.0,Weitere,1205,2176
Basel,8014.0,Gas,402,2176
Basel,8014.0,Keine,271,2176
Basel,8014.0,Heizöl,202,2176
Basel,8014.0,Unbestimmt,94,2176
Basel,8014.0,Elektrizität,2,2176
Lausanne,8011.0,Unbestimmt,1190,3702
Lausanne,8011.0,Gas,1031,3702
Lausanne,8011.0,Heizöl,1015,3702
Lausanne,8011.0,Weitere,396,3702
Lausanne,8011.0,Keine,35,3702
Lausanne,8011.0,Elektrizität,35,3702
Zürich,8015.0,Keine,1187,3736
Zürich,8015.0,Heizöl,946,3736
Zürich,8015.0,Gas,932,3736
Zürich,8015.0,Weitere,493,3736
Zürich,8015.0,Unbestimmt,148,3736
Zürich,8015.0,Elektrizität,30,3736
Davos,8011.0,Unbestimmt,1187,2391
Davos,8011.0,Heizöl,558,2391
Davos,8011.0,Weitere,424,2391
Davos,8011.0,Keine,130,2391
Davos,8011.0,Elektrizität,83,2391
Davos,8011.0,Gas,9,2391
Wildhaus-Alt St. Johann,8011.0,Unbestimmt,1170,1979
Wildhaus-Alt St. Johann,8011.0,Weitere,461,1979
Wildhaus-Alt St. Johann,8011.0,Keine,229,1979
Wildhaus-Alt St. Johann,8011.0,Heizöl,95,1979
Wildhaus-Alt St. Johann,8011.0,Elektrizität,23,1979
Wildhaus-Alt St. Johann,8011.0,Gas,1,1979
Luzern,8012.0,Gas,1163,2246
Luzern,8012.0,Heizöl,443,2246
Luzern,8012.0,Unbestimmt,323,2246
Luzern,8012.0,Keine,214,2246
Luzern,8012.0,Weitere,92,2246
Luzern,8012.0,Elektrizität,11,2246
Mels,8011.0,Unbestimmt,1154,1739
Mels,8011.0,Weitere,282,1739
Mels,8011.0,Heizöl,182,1739
Mels,8011.0,Keine,92,1739
Mels,8011.0,Elektrizität,17,1739
Mels,8011.0,Gas,12,1739
Zürich,8014.0,Keine,1151,4071
Zürich,8014.0,Gas,1131,4071
Zürich,8014.0,Heizöl,1118,4071
Zürich,8014.0,Weitere,565,4071
Zürich,8014.0,Unbestimmt,85,4071
Zürich,8014.0,Elektrizität,21,4071
Horgen,8011.0,Unbestimmt,1149,2068
Horgen,8011.0,Heizöl,306,2068
Horgen,8011.0,Gas,254,2068
Horgen,8011.0,Weitere,243,2068
Horgen,8011.0,Keine,65,2068
Horgen,8011.0,Elektrizität,51,2068
Wädenswil,8011.0,Unbestimmt,1147,2362
Wädenswil,8011.0,Heizöl,364,2362
Wädenswil,8011.0,Gas,307,2362
Wädenswil,8011.0,Weitere,297,2362
Wädenswil,8011.0,Keine,125,2362
Wädenswil,8011.0,Elektrizität,122,2362
Grabs,8011.0,Unbestimmt,1064,1933
Grabs,8011.0,Weitere,521,1933
Grabs,8011.0,Heizöl,177,1933
Grabs,8011.0,Keine,78,1933
Grabs,8011.0,Gas,62,1933
Grabs,8011.0,Elektrizität,31,1933
Sigriswil,8011.0,Unbestimmt,1063,1623
Sigriswil,8011.0,Weitere,266,1623
Sigriswil,8011.0,Heizöl,204,1623
Sigriswil,8011.0,Keine,60,1623
Sigriswil,8011.0,Elektrizität,28,1623
Sigriswil,8011.0,Gas,2,1623
Biel/Bienne,8011.0,Gas,1061,3128
Biel/Bienne,8011.0,Unbestimmt,956,3128
Biel/Bienne,8011.0,Keine,585,3128
Biel/Bienne,8011.0,Heizöl,380,3128
Biel/Bienne,8011.0,Weitere,93,3128
Biel/Bienne,8011.0,Elektrizität,53,3128
Winterthur,8014.0,Heizöl,1059,2150
Winterthur,8014.0,Unbestimmt,811,2150
Winterthur,8014.0,Gas,201,2150
Winterthur,8014.0,Weitere,69,2150
Winterthur,8014.0,Keine,5,2150
Winterthur,8014.0,Elektrizität,5,2150
Lugano,8013.0,Heizöl,1056,2578
Lugano,8013.0,Unbestimmt,860,2578
Lugano,8013.0,Gas,289,2578
Lugano,8013.0,Elektrizität,241,2578
Lugano,8013.0,Weitere,105,2578
Lugano,8013.0,Keine,27,2578
Lausanne,8012.0,Heizöl,1053,2772
Lausanne,8012.0,Gas,846,2772
Lausanne,8012.0,Unbestimmt,566,2772
Lausanne,8012.0,Weitere,271,2772
Lausanne,8012.0,Elektrizität,24,2772
Lausanne,8012.0,Keine,12,2772
Willisau,8011.0,Unbestimmt,1052,1455
Willisau,8011.0,Weitere,220,1455
Willisau,8011.0,Heizöl,126,1455
Willisau,8011.0,Elektrizität,37,1455
Willisau,8011.0,Keine,18,1455
Willisau,8011.0,Gas,2,1455
Altstätten,8011.0,Unbestimmt,1047,2168
Altstätten,8011.0,Weitere,599,2168
Altstätten,8011.0,Heizöl,268,2168
Altstätten,8011.0,Gas,210,2168
Altstätten,8011.0,Keine,23,2168
Altstätten,8011.0,Elektrizität,21,2168
Eschenbach (SG),8011.0,Unbestimmt,1038,1638
Eschenbach (SG),8011.0,Weitere,359,1638
Eschenbach (SG),8011.0,Heizöl,124,1638
Eschenbach (SG),8011.0,Gas,42,1638
Eschenbach (SG),8011.0,Elektrizität,42,1638
Eschenbach (SG),8011.0,Keine,33,1638
Zürich,8020.0,Keine,1029,1914
Zürich,8020.0,Weitere,533,1914
Zürich,8020.0,Gas,303,1914
Zürich,8020.0,Heizöl,28,1914
Zürich,8020.0,Unbestimmt,15,1914
Zürich,8020.0,Elektrizität,6,1914
Fribourg,8011.0,Unbestimmt,1027,2182
Fribourg,8011.0,Gas,583,2182
Fribourg,8011.0,Heizöl,312,2182
Fribourg,8011.0,Weitere,133,2182
Fribourg,8011.0,Elektrizität,104,2182
Fribourg,8011.0,Keine,23,2182
Lugano,8014.0,Heizöl,1026,1715
Lugano,8014.0,Unbestimmt,389,1715
Lugano,8014.0,Gas,176,1715
Lugano,8014.0,Elektrizität,76,1715
Lugano,8014.0,Weitere,37,1715
Lugano,8014.0,Keine,11,1715
Visperterminen,8012.0,Unbestimmt,1023,1146
Visperterminen,8012.0,Weitere,105,1146
Visperterminen,8012.0,Heizöl,12,1146
Visperterminen,8012.0,Elektrizität,3,1146
Visperterminen,8012.0,Keine,3,1146
Lavizzara,8013.0,Unbestimmt,1017,1177
Lavizzara,8013.0,Elektrizität,70,1177
Lavizzara,8013.0,Weitere,52,1177
Lavizzara,8013.0,Keine,25,1177
Lavizzara,8013.0,Heizöl,10,1177
Lavizzara,8013.0,Gas,3,1177
Bellinzona,8012.0,Heizöl,1014,2807
Bellinzona,8012.0,Weitere,732,2807
Bellinzona,8012.0,Unbestimmt,503,2807
Bellinzona,8012.0,Elektrizität,494,2807
Bellinzona,8012.0,Gas,48,2807
Bellinzona,8012.0,Keine,16,2807
Boltigen,8011.0,Unbestimmt,1014,1335
Boltigen,8011.0,Weitere,211,1335
Boltigen,8011.0,Heizöl,85,1335
Boltigen,8011.0,Elektrizität,20,1335
Boltigen,8011.0,Keine,5,1335
Entlebuch,8011.0,Unbestimmt,1013,1267
Entlebuch,8011.0,Weitere,159,1267
Entlebuch,8011.0,Heizöl,48,1267
Entlebuch,8011.0,Keine,38,1267
Entlebuch,8011.0,Elektrizität,9,1267
Frauenfeld,8011.0,Unbestimmt,1013,1811
Frauenfeld,8011.0,Gas,392,1811
Frauenfeld,8011.0,Heizöl,248,1811
Frauenfeld,8011.0,Weitere,127,1811
Frauenfeld,8011.0,Elektrizität,22,1811
Frauenfeld,8011.0,Keine,9,1811
Schwende-Rüte,8011.0,Keine,1013,1958
Schwende-Rüte,8011.0,Weitere,473,1958
Schwende-Rüte,8011.0,Unbestimmt,244,1958
Schwende-Rüte,8011.0,Heizöl,173,1958
Schwende-Rüte,8011.0,Gas,31,1958
Schwende-Rüte,8011.0,Elektrizität,24,1958
Schwarzenburg,8011.0,Unbestimmt,1012,1532
Schwarzenburg,8011.0,Weitere,311,1532
Schwarzenburg,8011.0,Heizöl,174,1532
Schwarzenburg,8011.0,Keine,18,1532
Schwarzenburg,8011.0,Elektrizität,17,1532
Zürich,8022.0,Weitere,1010,2153
Zürich,8022.0,Keine,940,2153
Zürich,8022.0,Gas,145,2153
Zürich,8022.0,Unbestimmt,34,2153
Zürich,8022.0,Heizöl,16,2153
Zürich,8022.0,Elektrizität,8,2153
Langnau im Emmental,8011.0,Unbestimmt,1007,1730
Langnau im Emmental,8011.0,Weitere,408,1730
Langnau im Emmental,8011.0,Heizöl,254,1730
Langnau im Emmental,8011.0,Elektrizität,40,1730
Langnau im Emmental,8011.0,Keine,17,1730
Langnau im Emmental,8011.0,Gas,4,1730
Orsières,8011.0,Unbestimmt,1007,1444
Orsières,8011.0,Weitere,212,1444
Orsières,8011.0,Elektrizität,127,1444
Orsières,8011.0,Heizöl,81,1444
Orsières,8011.0,Keine,16,1444
Orsières,8011.0,Gas,1,1444
Zweisimmen,8011.0,Unbestimmt,996,1473
Zweisimmen,8011.0,Weitere,273,1473
Zweisimmen,8011.0,Heizöl,112,1473
Zweisimmen,8011.0,Keine,60,1473
Zweisimmen,8011.0,Elektrizität,28,1473
Zweisimmen,8011.0,Gas,4,1473
Düdingen,8011.0,Unbestimmt,993,1263
Düdingen,8011.0,Weitere,129,1263
Düdingen,8011.0,Heizöl,112,1263
Düdingen,8011.0,Gas,11,1263
Düdingen,8011.0,Keine,9,1263
Düdingen,8011.0,Elektrizität,9,1263
Lausanne,8013.0,Heizöl,989,2547
Lausanne,8013.0,Unbestimmt,760,2547
Lausanne,8013.0,Gas,486,2547
Lausanne,8013.0,Weitere,281,2547
Lausanne,8013.0,Keine,16,2547
Lausanne,8013.0,Elektrizität,15,2547
Breil/Brigels,8011.0,Unbestimmt,984,1443
Breil/Brigels,8011.0,Weitere,272,1443
Breil/Brigels,8011.0,Keine,86,1443
Breil/Brigels,8011.0,Heizöl,64,1443
Breil/Brigels,8011.0,Elektrizität,37,1443
Le Locle,8011.0,Unbestimmt,971,1871
Le Locle,8011.0,Heizöl,412,1871
Le Locle,8011.0,Gas,299,1871
Le Locle,8011.0,Weitere,159,1871
Le Locle,8011.0,Elektrizität,27,1871
Le Locle,8011.0,Keine,3,1871
Evolène,8011.0,Unbestimmt,971,1930
Evolène,8011.0,Weitere,565,1930
Evolène,8011.0,Keine,216,1930
Evolène,8011.0,Elektrizität,111,1930
Evolène,8011.0,Heizöl,64,1930
Evolène,8011.0,Gas,3,1930
Muttenz,8011.0,Keine,969,1302
Muttenz,8011.0,Gas,213,1302
Muttenz,8011.0,Heizöl,66,1302
Muttenz,8011.0,Weitere,47,1302
Muttenz,8011.0,Elektrizität,7,1302
Goms,8011.0,Unbestimmt,967,1518
Goms,8011.0,Weitere,353,1518
Goms,8011.0,Heizöl,117,1518
Goms,8011.0,Elektrizität,51,1518
Goms,8011.0,Keine,30,1518
Oberriet (SG),8011.0,Unbestimmt,964,1567
Oberriet (SG),8011.0,Weitere,310,1567
Oberriet (SG),8011.0,Heizöl,229,1567
Oberriet (SG),8011.0,Gas,35,1567
Oberriet (SG),8011.0,Keine,22,1567
Oberriet (SG),8011.0,Elektrizität,7,1567
Ebnat-Kappel,8011.0,Unbestimmt,958,1841
Ebnat-Kappel,8011.0,Weitere,409,1841
Ebnat-Kappel,8011.0,Gas,221,1841
Ebnat-Kappel,8011.0,Heizöl,120,1841
Ebnat-Kappel,8011.0,Keine,111,1841
Ebnat-Kappel,8011.0,Elektrizität,22,1841
Genève,8013.0,Heizöl,947,1895
Genève,8013.0,Gas,492,1895
Genève,8013.0,Unbestimmt,419,1895
Genève,8013.0,Weitere,23,1895
Genève,8013.0,Elektrizität,12,1895
Genève,8013.0,Keine,2,1895
Glarus,8011.0,Unbestimmt,946,2501
Glarus,8011.0,Heizöl,621,2501
Glarus,8011.0,Weitere,416,2501
Glarus,8011.0,Gas,336,2501
Glarus,8011.0,Elektrizität,154,2501
Glarus,8011.0,Keine,28,2501
Verzasca,8013.0,Unbestimmt,936,1119
Verzasca,8013.0,Elektrizität,84,1119
Verzasca,8013.0,Weitere,52,1119
Verzasca,8013.0,Heizöl,36,1119
Verzasca,8013.0,Keine,8,1119
Verzasca,8013.0,Gas,3,1119
Sennwald,8011.0,Unbestimmt,925,1498
Sennwald,8011.0,Weitere,224,1498
Sennwald,8011.0,Keine,157,1498
Sennwald,8011.0,Heizöl,143,1498
Sennwald,8011.0,Gas,40,1498
Sennwald,8011.0,Elektrizität,9,1498
Hérémence,8011.0,Unbestimmt,923,1099
Hérémence,8011.0,Elektrizität,90,1099
Hérémence,8011.0,Weitere,70,1099
Hérémence,8011.0,Heizöl,11,1099
Hérémence,8011.0,Keine,5,1099
Uster,8011.0,Unbestimmt,922,1967
Uster,8011.0,Gas,573,1967
Uster,8011.0,Heizöl,207,1967
Uster,8011.0,Weitere,186,1967
Uster,8011.0,Elektrizität,41,1967
Uster,8011.0,Keine,38,1967
Steffisburg,8011.0,Unbestimmt,916,1571
Steffisburg,8011.0,Heizöl,201,1571
Steffisburg,8011.0,Weitere,176,1571
Steffisburg,8011.0,Gas,156,1571
Steffisburg,8011.0,Keine,93,1571
Steffisburg,8011.0,Elektrizität,29,1571
Lugano,8012.0,Heizöl,908,2628
Lugano,8012.0,Unbestimmt,450,2628
Lugano,8012.0,Elektrizität,410,2628
Lugano,8012.0,Gas,387,2628
Lugano,8012.0,Weitere,384,2628
Lugano,8012.0,Keine,89,2628
Schaffhausen,8011.0,Gas,903,2205
Schaffhausen,8011.0,Unbestimmt,509,2205
Schaffhausen,8011.0,Heizöl,457,2205
Schaffhausen,8011.0,Weitere,225,2205
Schaffhausen,8011.0,Elektrizität,86,2205
Schaffhausen,8011.0,Keine,25,2205
Spiez,8011.0,Unbestimmt,899,1435
Spiez,8011.0,Heizöl,279,1435
Spiez,8011.0,Weitere,179,1435
Spiez,8011.0,Keine,44,1435
Spiez,8011.0,Elektrizität,33,1435
Spiez,8011.0,Gas,1,1435
Rapperswil-Jona,8011.0,Unbestimmt,897,1368
Rapperswil-Jona,8011.0,Gas,229,1368
Rapperswil-Jona,8011.0,Heizöl,96,1368
Rapperswil-Jona,8011.0,Weitere,95,1368
Rapperswil-Jona,8011.0,Elektrizität,29,1368
Rapperswil-Jona,8011.0,Keine,22,1368
Scuol,8011.0,Keine,894,2153
Scuol,8011.0,Weitere,410,2153
Scuol,8011.0,Elektrizität,343,2153
Scuol,8011.0,Unbestimmt,254,2153
Scuol,8011.0,Heizöl,251,2153
Scuol,8011.0,Gas,1,2153
Plaffeien,8011.0,Unbestimmt,891,1151
Plaffeien,8011.0,Weitere,138,1151
Plaffeien,8011.0,Heizöl,84,1151
Plaffeien,8011.0,Keine,24,1151
Plaffeien,8011.0,Elektrizität,14,1151
Escholzmatt-Marbach,8011.0,Unbestimmt,889,1407
Escholzmatt-Marbach,8011.0,Weitere,384,1407
Escholzmatt-Marbach,8011.0,Heizöl,61,1407
Escholzmatt-Marbach,8011.0,Keine,58,1407
Escholzmatt-Marbach,8011.0,Elektrizität,15,1407
Brienz (BE),8011.0,Unbestimmt,887,1259
Brienz (BE),8011.0,Heizöl,180,1259
Brienz (BE),8011.0,Weitere,151,1259
Brienz (BE),8011.0,Keine,28,1259
Brienz (BE),8011.0,Elektrizität,11,1259
Brienz (BE),8011.0,Gas,2,1259
Ollon,8011.0,Unbestimmt,875,1952
Ollon,8011.0,Gas,357,1952
Ollon,8011.0,Heizöl,348,1952
Ollon,8011.0,Weitere,218,1952
Ollon,8011.0,Keine,82,1952
Ollon,8011.0,Elektrizität,72,1952
Faido,8013.0,Unbestimmt,872,1359
Faido,8013.0,Elektrizität,196,1359
Faido,8013.0,Weitere,146,1359
Faido,8013.0,Heizöl,105,1359
Faido,8013.0,Gas,30,1359
Faido,8013.0,Keine,10,1359
Lugano,8015.0,Heizöl,867,1628
Lugano,8015.0,Unbestimmt,514,1628
Lugano,8015.0,Elektrizität,110,1628
Lugano,8015.0,Gas,96,1628
Lugano,8015.0,Weitere,33,1628
Lugano,8015.0,Keine,8,1628
Murten,8011.0,Unbestimmt,865,1436
Murten,8011.0,Heizöl,247,1436
Murten,8011.0,Weitere,246,1436
Murten,8011.0,Elektrizität,46,1436
Murten,8011.0,Keine,26,1436
Murten,8011.0,Gas,6,1436
Genève,8012.0,Heizöl,862,1877
Genève,8012.0,Gas,784,1877
Genève,8012.0,Unbestimmt,169,1877
Genève,8012.0,Weitere,39,1877
Genève,8012.0,Elektrizität,13,1877
Genève,8012.0,Keine,10,1877
Biasca,8013.0,Unbestimmt,858,1360
Biasca,8013.0,Elektrizität,219,1360
Biasca,8013.0,Heizöl,185,1360
Biasca,8013.0,Weitere,86,1360
Biasca,8013.0,Gas,9,1360
Biasca,8013.0,Keine,3,1360
Glarus Nord,8019.0,Unbestimmt,857,1254
Glarus Nord,8019.0,Keine,159,1254
Glarus Nord,8019.0,Heizöl,129,1254
Glarus Nord,8019.0,Gas,72,1254
Glarus Nord,8019.0,Weitere,31,1254
Glarus Nord,8019.0,Elektrizität,6,1254
Bellinzona,8014.0,Heizöl,855,1794
Bellinzona,8014.0,Unbestimmt,628,1794
Bellinzona,8014.0,Elektrizität,153,1794
Bellinzona,8014.0,Weitere,133,1794
Bellinzona,8014.0,Gas,15,1794
Bellinzona,8014.0,Keine,10,1794
Château-d'Oex,8011.0,Unbestimmt,848,1506
Château-d'Oex,8011.0,Heizöl,345,1506
Château-d'Oex,8011.0,Weitere,254,1506
Château-d'Oex,8011.0,Elektrizität,37,1506
Château-d'Oex,8011.0,Keine,19,1506
Château-d'Oex,8011.0,Gas,3,1506
Diemtigen,8011.0,Unbestimmt,840,1514
Diemtigen,8011.0,Weitere,431,1514
Diemtigen,8011.0,Keine,145,1514
Diemtigen,8011.0,Heizöl,91,1514
Diemtigen,8011.0,Elektrizität,7,1514
